ID,Time,Xp,Yp,Depth,X-Windv,Y-Windv,Hsig,Period,PkDir,Dspr,Dir,RTpeak,Tm01,RTm01,RTpeak
1,20210715,121.789,31.9886,5.8601,-0.8678,7.641,0.0182,1.6134,95,31.5042,96.473,1.9414,1.6134,1.6134,1.9414
2,20210715.01,121.789,31.9886,5.8601,-1.4666,7.347,0.04319,1.0762,125,27.5147,113.345,1.9414,1.0762,1.0762,1.9414
3,20210715.02,121.789,31.9886,5.8601,-2.3858,7.2805,0.06747,1.0826,145,27.0819,122.347,1.4609,1.0826,1.0826,1.4609
4,20210715.03,121.789,31.9886,5.8601,-2.8999,7.6833,0.09348,1.1392,145,26.9828,128.212,1.6062,1.1392,1.1392,1.6062
5,20210715.04,121.789,31.9886,5.8601,-2.8051,7.9941,0.12048,1.2029,145,26.7906,132.951,1.7658,1.2029,1.2029,1.7658
6,20210715.05,121.789,31.9886,5.8601,-2.9282,8.0316,0.14861,1.2839,145,25.9434,137.657,1.7658,1.2839,1.2839,1.7658
7,20210715.06,121.789,31.9886,5.8601,-2.9852,7.984,0.17682,1.3984,145,24.9293,140.776,1.9414,1.3984,1.3984,1.9414
8,20210715.07,121.789,31.9886,5.8601,-2.8191,7.775,0.20554,1.527,145,23.6262,142.699,1.9414,1.527,1.527,1.9414
9,20210715.08,121.789,31.9886,5.8601,-2.7585,7.3794,0.23506,1.6464,145,22.2894,144.493,2.1344,1.6464,1.6464,2.1344
10,20210715.09,121.789,31.9886,5.8601,-3.0979,6.9442,0.26512,1.764,145,21.0291,146.405,2.3465,1.764,1.764,2.3465
11,20210715.1,121.789,31.9886,5.8601,-2.8424,5.9508,0.28312,1.8594,145,20.1337,147.424,2.5798,1.8594,1.8594,2.5798
12,20210715.11,121.789,31.9886,5.8601,-3.6835,6.6244,0.31341,1.9324,145,19.4911,148.07,2.8363,1.9324,1.9324,2.8363
13,20210715.12,121.789,31.9886,5.8601,-4.3212,7.3027,0.35411,2.0173,145,19.1953,148.864,2.8363,2.0173,2.0173,2.8363
14,20210715.13,121.789,31.9886,5.8601,-5.1437,7.6423,0.39939,2.1195,145,19.1413,149.779,2.8363,2.1195,2.1195,2.8363
15,20210715.14,121.789,31.9886,5.8601,-4.7764,7.8449,0.43406,2.2427,145,18.9776,150.148,3.1182,2.2427,2.2427,3.1182
16,20210715.15,121.789,31.9886,5.8601,-4.209,7.776,0.45441,2.3614,155,18.8525,150.248,3.1182,2.3614,2.3614,3.1182
17,20210715.16,121.789,31.9886,5.8601,-3.4187,7.8579,0.46322,2.4658,155,18.6367,150.34,3.1182,2.4658,2.4658,3.1182
18,20210715.17,121.789,31.9886,5.8601,-3.0464,7.7443,0.46853,2.545,155,18.5099,150.541,3.769,2.545,2.545,3.769
19,20210715.18,121.789,31.9886,5.8601,-2.8956,7.464,0.47233,2.6015,155,18.4693,150.818,3.769,2.6015,2.6015,3.769
20,20210715.19,121.789,31.9886,5.8601,-3.124,7.5313,0.4823,2.6264,145,18.4291,150.943,3.769,2.6264,2.6264,3.769
21,20210715.2,121.789,31.9886,5.8601,-3.1561,7.7023,0.49171,2.6401,145,18.5988,150.936,3.769,2.6401,2.6401,3.769
22,20210715.21,121.789,31.9886,5.8601,-3.0359,7.4515,0.49069,2.6565,145,18.7901,150.911,3.769,2.6565,2.6565,3.769
23,20210715.22,121.789,31.9886,5.8601,-2.5311,6.6167,0.47114,2.6686,145,19.0226,150.888,3.769,2.6686,2.6686,3.769
24,20210715.23,121.789,31.9886,5.8601,-3.4848,6.2155,0.46175,2.6228,145,18.696,150.729,3.769,2.6228,2.6228,3.769
25,20210716,121.789,31.9886,5.8601,-3.9235,6.0688,0.4568,2.5636,145,18.3374,150.591,3.769,2.5636,2.5636,3.769
26,20210716.01,121.789,31.9886,5.8601,-4.2058,6.3808,0.45824,2.4995,145,18.1814,150.361,3.769,2.4995,2.4995,3.769
27,20210716.02,121.789,31.9886,5.8601,-4.1988,6.4601,0.45686,2.4785,145,18.1251,150.137,3.4282,2.4785,2.4785,3.4282
28,20210716.03,121.789,31.9886,5.8601,-4.3024,6.2417,0.4539,2.4715,145,17.98,150.054,3.4282,2.4715,2.4715,3.4282
29,20210716.04,121.789,31.9886,5.8601,-4.517,6.0055,0.45473,2.4721,145,17.8306,150.108,3.4282,2.4721,2.4721,3.4282
30,20210716.05,121.789,31.9886,5.8601,-4.4834,5.9884,0.45404,2.4801,145,17.7279,150.346,3.4282,2.4801,2.4801,3.4282
31,20210716.06,121.789,31.9886,5.8601,-4.8247,5.655,0.45768,2.4849,145,17.6719,150.721,3.4282,2.4849,2.4849,3.4282
32,20210716.07,121.789,31.9886,5.8601,-5.1905,5.5639,0.46579,2.4959,145,17.6412,151.379,3.4282,2.4959,2.4959,3.4282
33,20210716.08,121.789,31.9886,5.8601,-5.2503,5.7165,0.47479,2.5165,145,17.7877,151.903,3.4282,2.5165,2.5165,3.4282
34,20210716.09,121.789,31.9886,5.8601,-4.8688,5.7226,0.47375,2.548,145,17.9861,152.396,3.4282,2.548,2.548,3.4282
35,20210716.1,121.789,31.9886,5.8601,-3.3913,6.3974,0.45668,2.5787,145,18.494,152.343,3.4282,2.5787,2.5787,3.4282
36,20210716.11,121.789,31.9886,5.8601,-3.0513,5.3539,0.43267,2.6032,145,18.6936,152.789,3.4282,2.6032,2.6032,3.4282
37,20210716.12,121.789,31.9886,5.8601,-3.4601,5.0225,0.41715,2.5676,145,18.8485,153.422,3.4282,2.5676,2.5676,3.4282
38,20210716.13,121.789,31.9886,5.8601,-4.2377,4.9973,0.41812,2.489,145,18.8287,154.038,3.4282,2.489,2.489,3.4282
39,20210716.14,121.789,31.9886,5.8601,-4.418,4.9351,0.41859,2.4357,145,19.0828,154.662,3.4282,2.4357,2.4357,3.4282
40,20210716.15,121.789,31.9886,5.8601,-4.5837,5.2179,0.42204,2.402,155,19.3347,154.937,3.4282,2.402,2.402,3.4282
41,20210716.16,121.789,31.9886,5.8601,-5.0057,5.4777,0.43284,2.4017,155,19.2551,155.283,3.4282,2.4017,2.4017,3.4282
42,20210716.17,121.789,31.9886,5.8601,-5.5302,5.864,0.45426,2.4114,155,19.2536,155.505,3.4282,2.4114,2.4114,3.4282
43,20210716.18,121.789,31.9886,5.8601,-5.7337,6.3338,0.47927,2.4468,155,19.3647,155.762,3.4282,2.4468,2.4468,3.4282
44,20210716.19,121.789,31.9886,5.8601,-5.7254,6.6992,0.50199,2.516,155,19.4293,156.062,3.4282,2.516,2.516,3.4282
45,20210716.2,121.789,31.9886,5.8601,-5.1133,6.7189,0.50841,2.5915,155,19.7554,156.421,3.4282,2.5915,2.5915,3.4282
46,20210716.21,121.789,31.9886,5.8601,-4.0688,6.6136,0.49916,2.6703,155,20.0838,156.822,3.4282,2.6703,2.6703,3.4282
47,20210716.22,121.789,31.9886,5.8601,-3.2235,6.0121,0.48189,2.7362,155,20.5191,157.587,3.4282,2.7362,2.7362,3.4282
48,20210716.23,121.789,31.9886,5.8601,-2.9425,5.4765,0.46533,2.7859,155,20.8269,158.538,3.4282,2.7859,2.7859,3.4282
49,20210717,121.789,31.9886,5.8601,-3.4539,5.2379,0.45886,2.7786,155,20.938,159.242,3.4282,2.7786,2.7786,3.4282
50,20210717.01,121.789,31.9886,5.8601,-4.2565,4.9953,0.46289,2.725,155,20.884,159.652,4.1436,2.725,2.725,4.1436
51,20210717.02,121.789,31.9886,5.8601,-4.7837,4.9862,0.46988,2.6567,155,20.9305,159.758,4.1436,2.6567,2.6567,4.1436
52,20210717.03,121.789,31.9886,5.8601,-4.792,4.8073,0.46695,2.6169,155,20.9973,159.801,4.1436,2.6169,2.6169,4.1436
53,20210717.04,121.789,31.9886,5.8601,-5.4883,4.4603,0.46883,2.5671,155,20.7343,159.774,3.4282,2.5671,2.5671,3.4282
54,20210717.05,121.789,31.9886,5.8601,-6.1497,4.3758,0.47764,2.5303,155,20.3536,159.85,3.4282,2.5303,2.5303,3.4282
55,20210717.06,121.789,31.9886,5.8601,-6.3043,4.595,0.48818,2.5249,155,20.1934,159.948,3.4282,2.5249,2.5249,3.4282
56,20210717.07,121.789,31.9886,5.8601,-5.271,4.8103,0.47778,2.5718,165,20.2859,159.995,3.4282,2.5718,2.5718,3.4282
57,20210717.08,121.789,31.9886,5.8601,-4.8494,4.5937,0.46175,2.6075,165,20.5023,160.301,3.4282,2.6075,2.6075,3.4282
58,20210717.09,121.789,31.9886,5.8601,-4.6344,4.4594,0.44787,2.6186,165,20.7272,160.876,3.4282,2.6186,2.6186,3.4282
59,20210717.1,121.789,31.9886,5.8601,-4.5473,3.2898,0.42765,2.6188,165,21.042,162.099,3.4282,2.6188,2.6188,3.4282
60,20210717.11,121.789,31.9886,5.8601,-4.7587,2.989,0.41346,2.5764,165,21.1076,163.025,3.4282,2.5764,2.5764,3.4282
61,20210717.12,121.789,31.9886,5.8601,-5.0942,2.9645,0.40792,2.4872,165,21.0803,163.468,3.4282,2.4872,2.4872,3.4282
62,20210717.13,121.789,31.9886,5.8601,-5.4804,3.0238,0.4096,2.42,165,21.0192,163.687,3.4282,2.42,2.42,3.4282
63,20210717.14,121.789,31.9886,5.8601,-5.7028,2.9506,0.41299,2.3779,175,21.0659,163.876,3.4282,2.3779,2.3779,3.4282
64,20210717.15,121.789,31.9886,5.8601,-5.507,3.1697,0.41246,2.3842,175,20.9953,164.022,3.1182,2.3842,2.3842,3.1182
65,20210717.16,121.789,31.9886,5.8601,-5.1959,3.3466,0.40795,2.4054,175,21.0933,164.21,3.1182,2.4054,2.4054,3.1182
66,20210717.17,121.789,31.9886,5.8601,-4.8889,3.541,0.40224,2.4319,175,21.1972,164.561,3.1182,2.4319,2.4319,3.1182
67,20210717.18,121.789,31.9886,5.8601,-4.1919,3.727,0.38852,2.4527,175,21.7546,164.998,3.1182,2.4527,2.4527,3.1182
68,20210717.19,121.789,31.9886,5.8601,-3.6992,3.5671,0.3718,2.4758,175,22.1724,165.695,3.1182,2.4758,2.4758,3.1182
69,20210717.2,121.789,31.9886,5.8601,-3.7243,3.2989,0.35874,2.4426,175,22.4515,166.13,3.1182,2.4426,2.4426,3.1182
70,20210717.21,121.789,31.9886,5.8601,-3.6156,3.0604,0.34457,2.4164,175,22.4311,166.546,3.1182,2.4164,2.4164,3.1182
71,20210717.22,121.789,31.9886,5.8601,-3.035,2.5842,0.32291,2.4002,175,22.5032,167.09,3.1182,2.4002,2.4002,3.1182
72,20210717.23,121.789,31.9886,5.8601,-3.7688,2.0386,0.30894,2.3056,175,22.0859,167.32,3.1182,2.3056,2.3056,3.1182
73,20210718,121.789,31.9886,5.8601,-4.2096,1.8715,0.30184,2.1766,175,21.7797,167.29,3.1182,2.1765,2.1765,3.1182
74,20210718.01,121.789,31.9886,5.8601,-3.9813,2.014,0.29139,2.0913,175,21.9085,167.194,3.1182,2.0913,2.0913,3.1182
75,20210718.02,121.789,31.9886,5.8601,-3.7973,1.9124,0.27661,2.019,175,22.1641,167.129,3.1182,2.019,2.019,3.1182
76,20210718.03,121.789,31.9886,5.8601,-3.7038,1.64,0.26018,1.9757,175,22.3592,167.361,2.8363,1.9757,1.9757,2.8363
77,20210718.04,121.789,31.9886,5.8601,-3.738,1.2576,0.24583,1.9167,175,22.4745,168.27,2.8363,1.9167,1.9167,2.8363
78,20210718.05,121.789,31.9886,5.8601,-3.8352,1.014,0.23482,1.8608,175,22.528,169.374,2.8363,1.8607,1.8607,2.8363
79,20210718.06,121.789,31.9886,5.8601,-4.3472,0.9443,0.23579,1.8011,175,22.6235,170.29,2.5798,1.8011,1.8011,2.5798
80,20210718.07,121.789,31.9886,5.8601,-5.099,0.8903,0.24875,1.7679,175,22.9013,171.071,2.3465,1.7679,1.7679,2.3465
81,20210718.08,121.789,31.9886,5.8601,-5.7856,0.8284,0.26757,1.7908,175,23.1482,171.761,2.3465,1.7908,1.7908,2.3465
82,20210718.09,121.789,31.9886,5.8601,-6.1188,1.2318,0.28662,1.8473,175,23.3594,171.763,2.3465,1.8473,1.8473,2.3465
83,20210718.1,121.789,31.9886,5.8601,-5.8246,1.7778,0.30055,1.9223,175,23.2715,171.409,2.5798,1.9223,1.9223,2.5798
84,20210718.11,121.789,31.9886,5.8601,-5.5856,2.1896,0.31176,1.9972,175,23.2408,171.036,2.5798,1.9972,1.9972,2.5798
85,20210718.12,121.789,31.9886,5.8601,-4.7511,2.8706,0.31272,2.0678,175,23.448,170.324,2.5798,2.0678,2.0678,2.5798
86,20210718.13,121.789,31.9886,5.8601,-3.957,3.3234,0.30963,2.1286,175,23.9078,169.745,2.5798,2.1286,2.1286,2.5798
87,20210718.14,121.789,31.9886,5.8601,-3.286,3.4015,0.30303,2.1858,155,24.4179,169.672,2.5798,2.1858,2.1858,2.5798
88,20210718.15,121.789,31.9886,5.8601,-2.9992,3.0398,0.29483,2.2263,155,24.7709,169.828,2.8363,2.2263,2.2263,2.8363
89,20210718.16,121.789,31.9886,5.8601,-3.2907,2.5745,0.28882,2.2379,155,24.5819,169.84,3.1182,2.2379,2.2379,3.1182
90,20210718.17,121.789,31.9886,5.8601,-3.2994,2.5852,0.28295,2.2084,155,24.3253,169.276,3.1182,2.2084,2.2084,3.1182
91,20210718.18,121.789,31.9886,5.8601,-3.59,2.4776,0.27924,2.1468,155,23.8479,168.416,3.1182,2.1468,2.1468,3.1182
92,20210718.19,121.789,31.9886,5.8601,-4.1611,2.455,0.28216,2.0677,175,23.1488,167.296,3.1182,2.0677,2.0677,3.1182
93,20210718.2,121.789,31.9886,5.8601,-4.478,2.6405,0.2903,2.0054,175,22.5848,166.244,2.8363,2.0054,2.0054,2.8363
94,20210718.21,121.789,31.9886,5.8601,-4.3653,2.5796,0.29164,1.9946,175,22.4028,165.617,2.8363,1.9946,1.9946,2.8363
95,20210718.22,121.789,31.9886,5.8601,-3.5124,2.6638,0.27826,2.0261,175,22.4363,165.572,2.8363,2.0261,2.0261,2.8363
96,20210718.23,121.789,31.9886,5.8601,-3.9673,2.1243,0.27366,2.0256,175,21.926,166.191,2.8363,2.0256,2.0256,2.8363
97,20210719,121.789,31.9886,5.8601,-4.1289,2.0631,0.27522,2.0184,175,21.6412,167.066,2.8363,2.0184,2.0184,2.8363
98,20210719.01,121.789,31.9886,5.8601,-4.1296,1.992,0.27594,2.0084,175,21.7752,167.738,2.8363,2.0084,2.0084,2.8363
99,20210719.02,121.789,31.9886,5.8601,-4.4127,1.9328,0.28144,2.0104,175,21.7729,168.344,2.8363,2.0104,2.0104,2.8363
100,20210719.03,121.789,31.9886,5.8601,-4.9539,1.7149,0.29489,2.0039,175,21.7687,169.039,2.8363,2.0039,2.0039,2.8363
101,20210719.04,121.789,31.9886,5.8601,-5.4274,1.7184,0.31394,2.0318,175,21.6924,169.638,2.8363,2.0318,2.0318,2.8363
102,20210719.05,121.789,31.9886,5.8601,-5.3907,2.2342,0.32853,2.0824,175,21.7689,169.525,2.8363,2.0824,2.0824,2.8363
103,20210719.06,121.789,31.9886,5.8601,-5.1845,2.6807,0.33783,2.1461,175,21.8667,169.203,2.8363,2.1461,2.1461,2.8363
104,20210719.07,121.789,31.9886,5.8601,-5.0715,3.2004,0.34597,2.1922,175,22.0969,168.797,2.8363,2.1922,2.1922,2.8363
105,20210719.08,121.789,31.9886,5.8601,-4.8603,3.4733,0.35124,2.2297,175,22.3511,168.393,2.8363,2.2297,2.2297,2.8363
106,20210719.09,121.789,31.9886,5.8601,-4.5863,3.2934,0.35026,2.2605,175,22.6876,168.359,2.8363,2.2605,2.2605,2.8363
107,20210719.1,121.789,31.9886,5.8601,-3.906,2.9053,0.33813,2.3007,175,22.9211,168.893,2.8363,2.3007,2.3007,2.8363
108,20210719.11,121.789,31.9886,5.8601,-4.4519,2.6646,0.33785,2.2788,175,22.7712,168.796,3.1182,2.2788,2.2788,3.1182
109,20210719.12,121.789,31.9886,5.8601,-5.3328,3.5277,0.3572,2.2283,175,22.3286,167.767,3.1182,2.2283,2.2283,3.1182
110,20210719.13,121.789,31.9886,5.8601,-4.933,3.5854,0.36551,2.2401,175,22.335,167.095,3.1182,2.2401,2.2401,3.1182
111,20210719.14,121.789,31.9886,5.8601,-4.7565,3.3728,0.36603,2.2654,175,22.3491,167.05,3.1182,2.2654,2.2654,3.1182
112,20210719.15,121.789,31.9886,5.8601,-4.7109,3.3369,0.369,2.3009,175,22.1894,167.178,3.1182,2.3009,2.3009,3.1182
113,20210719.16,121.789,31.9886,5.8601,-5.0465,3.4427,0.38096,2.3209,175,22.0622,167.443,3.1182,2.3209,2.3209,3.1182
114,20210719.17,121.789,31.9886,5.8601,-5.0951,3.6293,0.39387,2.3598,175,22.0775,167.735,3.1182,2.3598,2.3598,3.1182
115,20210719.18,121.789,31.9886,5.8601,-5.3175,3.6493,0.40866,2.4046,175,22.0982,168.079,3.1182,2.4046,2.4046,3.1182
116,20210719.19,121.789,31.9886,5.8601,-5.3625,3.2964,0.4204,2.4613,175,22.1251,168.727,3.1182,2.4613,2.4613,3.1182
117,20210719.2,121.789,31.9886,5.8601,-5.6579,3.0132,0.43485,2.5041,175,22.0342,169.363,3.1182,2.5041,2.5041,3.1182
118,20210719.21,121.789,31.9886,5.8601,-6.1643,2.7044,0.45517,2.5441,175,21.8269,170.026,3.4282,2.5441,2.5441,3.4282
119,20210719.22,121.789,31.9886,5.8601,-5.8903,1.8535,0.46186,2.6081,175,21.7216,171.263,3.4282,2.6081,2.6081,3.4282
120,20210719.23,121.789,31.9886,5.8601,-6.6938,2.0938,0.48626,2.6399,175,21.439,171.98,3.4282,2.6399,2.6399,3.4282
121,20210720,121.789,31.9886,5.8601,-6.6785,2.7104,0.50766,2.7001,175,21.369,172.504,3.4282,2.7001,2.7001,3.4282
122,20210720.01,121.789,31.9886,5.8601,-6.4888,3.118,0.52264,2.7681,175,21.5256,172.788,3.4282,2.7681,2.7681,3.4282
123,20210720.02,121.789,31.9886,5.8601,-6.4596,3.1114,0.53296,2.8329,175,21.6529,173.188,3.4282,2.8329,2.8329,3.4282
124,20210720.03,121.789,31.9886,5.8601,-6.2932,2.6943,0.53703,2.8896,175,21.7728,173.618,3.769,2.8896,2.8896,3.769
125,20210720.04,121.789,31.9886,5.8601,-6.3879,2.4629,0.54104,2.9265,175,21.7361,173.975,3.769,2.9265,2.9265,3.769
126,20210720.05,121.789,31.9886,5.8601,-6.7915,2.4274,0.55227,2.9261,175,21.6341,173.964,3.769,2.9261,2.9261,3.769
127,20210720.06,121.789,31.9886,5.8601,-7.1537,2.2915,0.56631,2.9264,175,21.4678,174.098,3.769,2.9264,2.9264,3.769
128,20210720.07,121.789,31.9886,5.8601,-7.2175,2.11,0.57707,2.9407,175,21.386,174.249,3.769,2.9407,2.9407,3.769
129,20210720.08,121.789,31.9886,5.8601,-7.1534,2.0417,0.58275,2.9686,175,21.2746,174.541,3.769,2.9686,2.9686,3.769
130,20210720.09,121.789,31.9886,5.8601,-6.999,1.9594,0.58446,2.9994,175,21.2242,174.805,3.769,2.9994,2.9994,3.769
131,20210720.1,121.789,31.9886,5.8601,-6.8089,1.6051,0.58172,3.0341,175,21.1542,175.333,3.769,3.0341,3.0341,3.769
132,20210720.11,121.789,31.9886,5.8601,-7.3442,1.7802,0.59308,3.0335,175,21.0833,175.436,3.769,3.0335,3.0335,3.769
133,20210720.12,121.789,31.9886,5.8601,-7.2876,1.9971,0.604,3.0528,175,21.0879,175.471,3.769,3.0528,3.0528,3.769
134,20210720.13,121.789,31.9886,5.8601,-7.2905,2.0405,0.61353,3.0859,175,21.0855,175.478,3.769,3.0859,3.0859,3.769
135,20210720.14,121.789,31.9886,5.8601,-6.9792,2.0629,0.61622,3.1301,175,21.1169,175.614,3.769,3.1301,3.1301,3.769
136,20210720.15,121.789,31.9886,5.8601,-6.872,1.8651,0.61514,3.1667,175,21.1316,175.846,3.769,3.1667,3.1667,3.769
137,20210720.16,121.789,31.9886,5.8601,-7.4703,1.9757,0.62727,3.1529,175,21.1288,175.779,3.769,3.1529,3.1529,3.769
138,20210720.17,121.789,31.9886,5.8601,-7.795,2.2164,0.64525,3.1449,175,21.1036,175.588,3.769,3.1449,3.1449,3.769
139,20210720.18,121.789,31.9886,5.8601,-7.3755,2.1942,0.64934,3.1796,175,21.1878,175.539,3.769,3.1796,3.1796,3.769
140,20210720.19,121.789,31.9886,5.8601,-6.4803,1.7852,0.63304,3.2464,175,21.2842,175.966,3.769,3.2464,3.2464,3.769
141,20210720.2,121.789,31.9886,5.8601,-5.8539,1.0962,0.60624,3.3013,175,21.371,176.704,3.769,3.3013,3.3013,3.769
142,20210720.21,121.789,31.9886,5.8601,-5.6357,0.2026,0.58122,3.3308,175,21.3234,177.64,3.769,3.3308,3.3308,3.769
143,20210720.22,121.789,31.9886,5.8601,-4.9305,-0.2975,0.55153,3.3644,175,21.3351,178.541,4.1436,3.3644,3.3644,4.1436
144,20210720.23,121.789,31.9886,5.8601,-5.4872,-1.0817,0.53101,3.2945,175,21.4012,179.397,4.1436,3.2945,3.2945,4.1436
145,20210721,121.789,31.9886,5.8601,-5.9233,-1.434,0.51952,3.1325,175,21.6807,180.371,3.769,3.1325,3.1325,3.769
146,20210721.01,121.789,31.9886,5.8601,-6.18,-0.9881,0.51458,2.9571,175,22.0951,181.019,3.769,2.9571,2.9571,3.769
147,20210721.02,121.789,31.9886,5.8601,-6.1156,-0.9887,0.50742,2.8455,175,22.6197,181.701,3.769,2.8455,2.8455,3.769
148,20210721.03,121.789,31.9886,5.8601,-5.7908,-1.5272,0.49483,2.7897,175,23.3019,183.012,3.769,2.7897,2.7897,3.769
149,20210721.04,121.789,31.9886,5.8601,-5.435,-1.9617,0.47903,2.7611,175,23.9977,184.59,3.4282,2.7611,2.7611,3.4282
150,20210721.05,121.789,31.9886,5.8601,-5.3016,-2.3124,0.46688,2.7284,175,24.8595,186.521,3.4282,2.7284,2.7284,3.4282
151,20210721.06,121.789,31.9886,5.8601,-4.9993,-2.8596,0.45677,2.6928,175,25.8932,188.672,3.4282,2.6928,2.6928,3.4282
152,20210721.07,121.789,31.9886,5.8601,-4.6877,-3.3272,0.44944,2.663,175,27.173,191.15,3.4282,2.663,2.663,3.4282
153,20210721.08,121.789,31.9886,5.8601,-4.5526,-3.7132,0.44873,2.6361,175,28.2955,193.766,3.4282,2.6361,2.6361,3.4282
154,20210721.09,121.789,31.9886,5.8601,-4.8069,-3.939,0.46102,2.6228,185,29.1016,196.41,3.1182,2.6228,2.6228,3.1182
155,20210721.1,121.789,31.9886,5.8601,-4.559,-2.9055,0.46866,2.7019,175,28.9203,196.747,3.1182,2.7019,2.7019,3.1182
156,20210721.11,121.789,31.9886,5.8601,-5.7193,-2.7381,0.49394,2.7338,185,28.4116,196.574,3.1182,2.7338,2.7338,3.1182
157,20210721.12,121.789,31.9886,5.8601,-6.3829,-1.986,0.5249,2.776,185,27.7521,195.507,3.1182,2.776,2.776,3.1182
158,20210721.13,121.789,31.9886,5.8601,-6.7301,-1.4534,0.55288,2.8372,175,27.0913,193.762,3.1182,2.8372,2.8372,3.1182
159,20210721.14,121.789,31.9886,5.8601,-7.0528,-1.185,0.58017,2.9031,175,26.4179,192.01,3.1182,2.9031,2.9031,3.1182
160,20210721.15,121.789,31.9886,5.8601,-6.9898,-1.1922,0.60035,2.9831,175,25.9926,190.536,3.1182,2.9831,2.9831,3.1182
161,20210721.16,121.789,31.9886,5.8601,-6.8508,-1.2761,0.61576,3.062,175,25.6614,189.41,3.4282,3.062,3.062,3.4282
162,20210721.17,121.789,31.9886,5.8601,-7.0065,-1.1377,0.63141,3.131,175,25.3013,188.202,3.4282,3.131,3.131,3.4282
163,20210721.18,121.789,31.9886,5.8601,-7.2028,-1.006,0.65066,3.1881,175,24.854,187.074,3.4282,3.1881,3.1881,3.4282
164,20210721.19,121.789,31.9886,5.8601,-7.1017,-1.169,0.66407,3.2553,175,24.4831,186.311,3.4282,3.2553,3.2553,3.4282
165,20210721.2,121.789,31.9886,5.8601,-6.9704,-1.5093,0.67329,3.3159,175,24.2658,186.102,3.769,3.3159,3.3159,3.769
166,20210721.21,121.789,31.9886,5.8601,-6.9206,-1.9364,0.68163,3.365,175,24.0835,186.183,3.769,3.365,3.365,3.769
167,20210721.22,121.789,31.9886,5.8601,-6.5436,-2.2683,0.68328,3.4161,185,24.1222,186.598,3.769,3.4161,3.4161,3.769
168,20210721.23,121.789,31.9886,5.8601,-7.1088,-2.2944,0.69299,3.419,185,24.0857,186.871,3.769,3.419,3.419,3.769
169,20210722,121.789,31.9886,5.8601,-7.8268,-2.017,0.71548,3.3918,185,24.0605,186.879,3.769,3.3918,3.3918,3.769
170,20210722.01,121.789,31.9886,5.8601,-7.729,-1.9262,0.73178,3.4137,185,24.0189,186.813,3.769,3.4137,3.4137,3.769
171,20210722.02,121.789,31.9886,5.8601,-7.511,-2.2931,0.74286,3.4562,185,24.0529,187.191,3.769,3.4562,3.4562,3.769
172,20210722.03,121.789,31.9886,5.8601,-7.8615,-2.0944,0.7566,3.484,185,24.0436,187.169,3.769,3.484,3.484,3.769
173,20210722.04,121.789,31.9886,5.8601,-7.8683,-1.7294,0.76839,3.516,185,24.0663,187.119,3.769,3.516,3.516,3.769
174,20210722.05,121.789,31.9886,5.8601,-7.3188,-1.7627,0.76501,3.5685,185,24.1872,187.216,3.769,3.5685,3.5685,3.769
175,20210722.06,121.789,31.9886,5.8601,-7.1212,-1.7319,0.75681,3.6012,185,24.3439,187.441,3.769,3.6012,3.6012,3.769
176,20210722.07,121.789,31.9886,5.8601,-7.0761,-1.7066,0.74844,3.6086,185,24.453,187.641,3.769,3.6086,3.6086,3.769
177,20210722.08,121.789,31.9886,5.8601,-7.2218,-1.6363,0.74394,3.5917,185,24.5235,187.744,3.769,3.5917,3.5917,3.769
178,20210722.09,121.789,31.9886,5.8601,-7.2649,-1.7576,0.74097,3.5746,185,24.5369,187.802,3.769,3.5746,3.5746,3.769
179,20210722.1,121.789,31.9886,5.8601,-7.6659,-1.5178,0.7489,3.5397,185,24.4137,187.585,3.769,3.5397,3.5397,3.769
180,20210722.11,121.789,31.9886,5.8601,-7.5756,-0.8246,0.75496,3.5439,185,24.2119,187.042,3.769,3.5439,3.5439,3.769
181,20210722.12,121.789,31.9886,5.8601,-7.1732,-0.8434,0.75356,3.576,185,24.0465,186.611,3.769,3.576,3.576,3.769
182,20210722.13,121.789,31.9886,5.8601,-7.4994,-0.7104,0.75874,3.5891,175,23.7838,186.09,3.769,3.5891,3.5891,3.769
183,20210722.14,121.789,31.9886,5.8601,-7.3072,-0.857,0.76101,3.6185,175,23.5451,185.613,3.769,3.6185,3.6185,3.769
184,20210722.15,121.789,31.9886,5.8601,-7.3766,-0.9175,0.76417,3.6407,175,23.4074,185.323,3.769,3.6407,3.6407,3.769
185,20210722.16,121.789,31.9886,5.8601,-7.5109,-1.0461,0.76994,3.6475,185,23.282,185.098,3.769,3.6475,3.6475,3.769
186,20210722.17,121.789,31.9886,5.8601,-7.5471,-1.2834,0.7748,3.6598,185,23.1923,185.062,3.769,3.6598,3.6598,3.769
187,20210722.18,121.789,31.9886,5.8601,-7.5485,-1.6735,0.7799,3.6669,185,23.1434,185.214,3.769,3.6669,3.6669,3.769
188,20210722.19,121.789,31.9886,5.8601,-7.6586,-2.0058,0.78659,3.67,185,23.1427,185.534,3.769,3.67,3.67,3.769
189,20210722.2,121.789,31.9886,5.8601,-7.939,-2.1592,0.79936,3.6633,185,23.188,185.787,3.769,3.6633,3.6633,3.769
190,20210722.21,121.789,31.9886,5.8601,-7.8451,-2.5163,0.80973,3.677,185,23.2868,186.233,4.1436,3.677,3.677,4.1436
191,20210722.22,121.789,31.9886,5.8601,-7.5038,-2.4736,0.81182,3.7156,185,23.4114,186.567,4.1436,3.7156,3.7156,4.1436
