ID,Time,Xp,Yp,Depth,X-Windv,Y-Windv,Hsig,Period,PkDir,Dspr,Dir,RTpeak,Tm01,RTm01,RTpeak
1681,20210717,121.802,31.9971,5.0454,-3.498,5.2128,0.50435,2.91,145,24.6931,153.468,3.4282,2.91,2.91,3.4282
1682,20210717.01,121.802,31.9971,5.0454,-4.2991,4.9672,0.50036,2.8569,145,24.6168,154.075,3.4282,2.8569,2.8569,3.4282
1683,20210717.02,121.802,31.9971,5.0454,-4.8133,4.9665,0.50044,2.7822,145,24.5513,154.235,3.4282,2.7822,2.7822,3.4282
1684,20210717.03,121.802,31.9971,5.0454,-4.8254,4.7831,0.4951,2.7253,145,24.5174,154.334,3.4282,2.7253,2.7253,3.4282
1685,20210717.04,121.802,31.9971,5.0454,-5.5436,4.4245,0.48978,2.6791,145,24.1974,154.116,3.4282,2.6791,2.6791,3.4282
1686,20210717.05,121.802,31.9971,5.0454,-6.1837,4.3446,0.49772,2.6354,165,23.7631,153.997,3.4282,2.6354,2.6354,3.4282
1687,20210717.06,121.802,31.9971,5.0454,-6.3078,4.577,0.50996,2.6446,165,23.4372,154.373,3.4282,2.6446,2.6446,3.4282
1688,20210717.07,121.802,31.9971,5.0454,-5.2587,4.8004,0.50904,2.6813,165,23.5367,155.006,3.4282,2.6813,2.6813,3.4282
1689,20210717.08,121.802,31.9971,5.0454,-4.8518,4.5781,0.49153,2.7088,165,23.7925,155.405,3.4282,2.7088,2.7088,3.4282
1690,20210717.09,121.802,31.9971,5.0454,-4.6509,4.4432,0.47591,2.7015,165,24.2187,155.87,3.4282,2.7015,2.7015,3.4282
1691,20210717.1,121.802,31.9971,5.0454,-4.5727,3.2887,0.45208,2.7022,175,24.326,157.39,3.4282,2.7022,2.7022,3.4282
1692,20210717.11,121.802,31.9971,5.0454,-4.7927,2.9876,0.42973,2.6517,175,24.2946,158.627,3.4282,2.6517,2.6517,3.4282
1693,20210717.12,121.802,31.9971,5.0454,-5.1384,2.9534,0.41995,2.5627,175,24.164,158.946,3.4282,2.5627,2.5627,3.4282
1694,20210717.13,121.802,31.9971,5.0454,-5.5294,3.0135,0.41984,2.4888,175,24.0714,158.854,3.4282,2.4888,2.4888,3.4282
1695,20210717.14,121.802,31.9971,5.0454,-5.7405,2.9453,0.42459,2.4498,175,23.9093,159.074,3.1182,2.4498,2.4498,3.1182
1696,20210717.15,121.802,31.9971,5.0454,-5.546,3.1662,0.42796,2.4519,175,23.8045,159.483,3.1182,2.4519,2.4519,3.1182
1697,20210717.16,121.802,31.9971,5.0454,-5.2404,3.3436,0.42633,2.4673,175,23.8993,159.797,3.1182,2.4673,2.4673,3.1182
1698,20210717.17,121.802,31.9971,5.0454,-4.9307,3.5414,0.4232,2.4876,175,24.1616,160.139,3.1182,2.4876,2.4876,3.1182
1699,20210717.18,121.802,31.9971,5.0454,-4.2318,3.7345,0.41264,2.5097,175,24.6581,160.507,3.1182,2.5097,2.5097,3.1182
1700,20210717.19,121.802,31.9971,5.0454,-3.7334,3.5748,0.39383,2.5178,175,25.199,161.087,3.1182,2.5178,2.5178,3.1182
1701,20210717.2,121.802,31.9971,5.0454,-3.7553,3.304,0.37557,2.4948,175,25.6221,161.352,3.1182,2.4948,2.4948,3.1182
1702,20210717.21,121.802,31.9971,5.0454,-3.645,3.0659,0.35884,2.4435,175,25.7572,161.73,3.1182,2.4435,2.4435,3.1182
1703,20210717.22,121.802,31.9971,5.0454,-3.0547,2.5883,0.33419,2.4193,175,25.5774,162.891,3.1182,2.4193,2.4193,3.1182
1704,20210717.23,121.802,31.9971,5.0454,-3.7909,2.0232,0.31125,2.3367,175,25.2382,163.512,3.1182,2.3367,2.3367,3.1182
1705,20210718,121.802,31.9971,5.0454,-4.2275,1.8485,0.30176,2.1975,175,24.7364,163.537,3.1182,2.1975,2.1975,3.1182
1706,20210718.01,121.802,31.9971,5.0454,-3.9853,1.9987,0.29326,2.1017,175,24.8093,163.455,3.1182,2.1017,2.1017,3.1182
1707,20210718.02,121.802,31.9971,5.0454,-3.7938,1.9016,0.27906,2.0305,175,25.0198,163.486,3.1182,2.0305,2.0305,3.1182
1708,20210718.03,121.802,31.9971,5.0454,-3.7071,1.6253,0.26223,1.9784,175,25.1469,163.795,2.8363,1.9784,1.9784,2.8363
1709,20210718.04,121.802,31.9971,5.0454,-3.7494,1.2318,0.24834,1.919,175,25.2441,164.529,2.8363,1.919,1.919,2.8363
1710,20210718.05,121.802,31.9971,5.0454,-3.8434,0.9819,0.2365,1.8666,175,25.2362,165.765,2.5798,1.8666,1.8666,2.5798
1711,20210718.06,121.802,31.9971,5.0454,-4.3502,0.9154,0.23382,1.8149,175,25.2713,166.502,2.5798,1.8149,1.8149,2.5798
1712,20210718.07,121.802,31.9971,5.0454,-5.0998,0.8681,0.24503,1.7843,175,25.2643,166.954,2.3465,1.7843,1.7843,2.3465
1713,20210718.08,121.802,31.9971,5.0454,-5.7884,0.8024,0.26623,1.8115,175,25.1102,167.554,2.3465,1.8115,1.8115,2.3465
1714,20210718.09,121.802,31.9971,5.0454,-6.1228,1.205,0.28999,1.8737,175,25.2356,168.107,2.3465,1.8737,1.8737,2.3465
1715,20210718.1,121.802,31.9971,5.0454,-5.8575,1.7807,0.30795,1.955,175,25.3406,167.921,2.3465,1.955,1.955,2.3465
1716,20210718.11,121.802,31.9971,5.0454,-5.6149,2.2071,0.32262,2.033,175,25.4256,167.194,2.5798,2.033,2.033,2.5798
1717,20210718.12,121.802,31.9971,5.0454,-4.7739,2.8925,0.33224,2.1234,175,25.6615,166.36,2.5798,2.1234,2.1234,2.5798
1718,20210718.13,121.802,31.9971,5.0454,-3.977,3.3445,0.3339,2.1897,155,26.2391,165.033,2.5798,2.1897,2.1897,2.5798
1719,20210718.14,121.802,31.9971,5.0454,-3.3065,3.4252,0.32798,2.2522,155,26.8684,164.208,2.5798,2.2522,2.2522,2.5798
1720,20210718.15,121.802,31.9971,5.0454,-3.0217,3.0648,0.31846,2.2896,155,27.3199,164.083,2.8363,2.2896,2.2896,2.8363
1721,20210718.16,121.802,31.9971,5.0454,-3.3149,2.6002,0.30768,2.3052,155,27.2953,164.302,3.1182,2.3052,2.3052,3.1182
1722,20210718.17,121.802,31.9971,5.0454,-3.3261,2.6128,0.29879,2.2622,185,27.0861,163.904,3.1182,2.2622,2.2622,3.1182
1723,20210718.18,121.802,31.9971,5.0454,-3.6197,2.4998,0.28947,2.1847,175,26.8054,163.102,3.1182,2.1847,2.1847,3.1182
1724,20210718.19,121.802,31.9971,5.0454,-4.1958,2.4749,0.28908,2.0869,175,26.2548,161.665,2.8363,2.0869,2.0869,2.8363
1725,20210718.2,121.802,31.9971,5.0454,-4.5158,2.6574,0.29782,2.0348,175,25.6926,160.306,2.8363,2.0348,2.0348,2.8363
1726,20210718.21,121.802,31.9971,5.0454,-4.4014,2.5978,0.30254,2.0436,175,25.2127,160.111,2.5798,2.0436,2.0436,2.5798
1727,20210718.22,121.802,31.9971,5.0454,-3.5416,2.683,0.29401,2.0711,175,25.0737,160.616,2.5798,2.0711,2.0711,2.5798
1728,20210718.23,121.802,31.9971,5.0454,-4.0062,2.1287,0.28266,2.0636,175,25.0165,161.048,2.5798,2.0636,2.0636,2.5798
1729,20210719,121.802,31.9971,5.0454,-4.1632,2.0417,0.28467,2.0506,175,24.7808,162.181,2.5798,2.0506,2.0506,2.5798
1730,20210719.01,121.802,31.9971,5.0454,-4.1574,1.9672,0.28641,2.0562,175,24.6508,163.157,2.5798,2.0562,2.0562,2.5798
1731,20210719.02,121.802,31.9971,5.0454,-4.442,1.9133,0.28888,2.0445,175,24.7312,163.699,2.8363,2.0445,2.0445,2.8363
1732,20210719.03,121.802,31.9971,5.0454,-4.9785,1.6998,0.29974,2.0533,175,24.5253,164.292,2.8363,2.0533,2.0533,2.8363
1733,20210719.04,121.802,31.9971,5.0454,-5.4391,1.7199,0.31738,2.0767,175,24.2713,165.062,2.8363,2.0767,2.0767,2.8363
1734,20210719.05,121.802,31.9971,5.0454,-5.3939,2.243,0.33753,2.1234,175,24.2402,165.401,2.8363,2.1234,2.1234,2.8363
1735,20210719.06,121.802,31.9971,5.0454,-5.1806,2.6895,0.34925,2.1888,175,24.2003,165.438,2.8363,2.1888,2.1888,2.8363
1736,20210719.07,121.802,31.9971,5.0454,-5.0685,3.2113,0.35978,2.2284,175,24.7051,164.608,2.8363,2.2284,2.2284,2.8363
1737,20210719.08,121.802,31.9971,5.0454,-4.8652,3.4874,0.36848,2.2722,175,25.0772,163.901,2.8363,2.2722,2.2722,2.8363
1738,20210719.09,121.802,31.9971,5.0454,-4.5993,3.3114,0.36884,2.3001,175,25.4154,163.609,2.8363,2.3001,2.3001,2.8363
1739,20210719.1,121.802,31.9971,5.0454,-3.9385,2.9403,0.35667,2.3378,175,25.6332,164.323,2.8363,2.3378,2.3378,2.8363
1740,20210719.11,121.802,31.9971,5.0454,-4.4851,2.7016,0.34838,2.3206,175,25.9445,163.928,3.1182,2.3206,2.3206,3.1182
1741,20210719.12,121.802,31.9971,5.0454,-5.3703,3.5564,0.3661,2.2688,175,25.8839,161.962,3.1182,2.2687,2.2687,3.1182
1742,20210719.13,121.802,31.9971,5.0454,-4.9788,3.6129,0.38304,2.2901,175,25.5957,161.443,2.8363,2.2901,2.2901,2.8363
1743,20210719.14,121.802,31.9971,5.0454,-4.8124,3.3875,0.38377,2.3313,175,25.4958,161.655,3.1182,2.3313,2.3313,3.1182
1744,20210719.15,121.802,31.9971,5.0454,-4.7741,3.3609,0.38675,2.364,175,25.4785,161.841,3.1182,2.364,2.364,3.1182
1745,20210719.16,121.802,31.9971,5.0454,-5.1111,3.4813,0.3978,2.3874,175,25.5085,161.934,3.1182,2.3874,2.3874,3.1182
1746,20210719.17,121.802,31.9971,5.0454,-5.1365,3.6601,0.41409,2.4317,175,25.5345,162.269,3.1182,2.4317,2.4317,3.1182
1747,20210719.18,121.802,31.9971,5.0454,-5.3651,3.6796,0.42812,2.4774,175,25.4934,162.629,3.1182,2.4774,2.4774,3.1182
1748,20210719.19,121.802,31.9971,5.0454,-5.4177,3.3249,0.44064,2.5274,175,25.4099,163.61,3.1182,2.5274,2.5274,3.1182
1749,20210719.2,121.802,31.9971,5.0454,-5.718,3.0421,0.45103,2.57,175,25.2129,164.575,3.4282,2.57,2.57,3.4282
1750,20210719.21,121.802,31.9971,5.0454,-6.2232,2.7304,0.46714,2.6021,175,24.9904,165.545,3.4282,2.6021,2.6021,3.4282
1751,20210719.22,121.802,31.9971,5.0454,-5.9555,1.8705,0.47593,2.6648,175,24.2485,167.655,3.4282,2.6648,2.6648,3.4282
1752,20210719.23,121.802,31.9971,5.0454,-6.7494,2.1074,0.48801,2.6939,185,24.0117,168.985,3.4282,2.6939,2.6939,3.4282
1753,20210720,121.802,31.9971,5.0454,-6.7183,2.7241,0.51643,2.7381,185,23.7861,169.765,3.4282,2.7381,2.7381,3.4282
1754,20210720.01,121.802,31.9971,5.0454,-6.5212,3.1224,0.53359,2.8077,185,23.78,170.398,3.4282,2.8077,2.8077,3.4282
1755,20210720.02,121.802,31.9971,5.0454,-6.4877,3.1115,0.54314,2.8629,185,23.8707,170.799,3.769,2.8629,2.8629,3.769
1756,20210720.03,121.802,31.9971,5.0454,-6.3108,2.6887,0.54873,2.9153,185,23.7057,171.449,3.769,2.9153,2.9153,3.769
1757,20210720.04,121.802,31.9971,5.0454,-6.4011,2.4523,0.54852,2.9421,185,23.6352,172,3.769,2.9421,2.9421,3.769
1758,20210720.05,121.802,31.9971,5.0454,-6.809,2.4189,0.5539,2.9463,185,23.4626,172.21,3.769,2.9463,2.9463,3.769
1759,20210720.06,121.802,31.9971,5.0454,-7.1687,2.2872,0.56512,2.9446,185,23.2396,172.376,3.769,2.9446,2.9446,3.769
1760,20210720.07,121.802,31.9971,5.0454,-7.2365,2.1017,0.57652,2.9537,185,22.9264,172.701,3.769,2.9537,2.9537,3.769
1761,20210720.08,121.802,31.9971,5.0454,-7.1692,2.0303,0.58232,2.9758,185,22.7153,173.215,3.769,2.9758,2.9758,3.769
1762,20210720.09,121.802,31.9971,5.0454,-7.022,1.951,0.58544,2.9974,185,22.524,173.666,3.769,2.9974,2.9974,3.769
1763,20210720.1,121.802,31.9971,5.0454,-6.8487,1.606,0.58377,3.0311,185,22.2025,174.446,3.769,3.0311,3.0311,3.769
1764,20210720.11,121.802,31.9971,5.0454,-7.4015,1.7761,0.58851,3.0356,185,22.1932,174.559,3.769,3.0356,3.0356,3.769
1765,20210720.12,121.802,31.9971,5.0454,-7.3311,1.9921,0.60519,3.0574,185,22.0369,174.701,3.769,3.0574,3.0574,3.769
1766,20210720.13,121.802,31.9971,5.0454,-7.3416,2.0399,0.61482,3.0914,185,21.9629,174.802,3.769,3.0914,3.0914,3.769
1767,20210720.14,121.802,31.9971,5.0454,-7.0423,2.0647,0.6213,3.1317,185,21.8244,175.171,3.769,3.1317,3.1317,3.769
1768,20210720.15,121.802,31.9971,5.0454,-6.9258,1.8653,0.61967,3.1613,185,21.7847,175.451,3.769,3.1613,3.1613,3.769
1769,20210720.16,121.802,31.9971,5.0454,-7.5252,1.9754,0.62326,3.1576,185,21.91,175.43,3.769,3.1576,3.1576,3.769
1770,20210720.17,121.802,31.9971,5.0454,-7.8609,2.2316,0.6425,3.1489,185,21.9299,175.021,3.769,3.1489,3.1489,3.769
1771,20210720.18,121.802,31.9971,5.0454,-7.4361,2.21,0.65506,3.1842,175,21.741,175.071,3.769,3.1842,3.1842,3.769
1772,20210720.19,121.802,31.9971,5.0454,-6.5376,1.793,0.64432,3.24,185,21.5597,175.753,3.769,3.24,3.24,3.769
1773,20210720.2,121.802,31.9971,5.0454,-5.9028,1.0906,0.61479,3.2884,185,21.3431,176.863,3.769,3.2884,3.2884,3.769
1774,20210720.21,121.802,31.9971,5.0454,-5.6823,0.1811,0.58434,3.3219,185,21.0061,178.135,4.1436,3.3219,3.3219,4.1436
1775,20210720.22,121.802,31.9971,5.0454,-4.9749,-0.3251,0.55376,3.3328,185,20.7358,179.332,4.1436,3.3328,3.3328,4.1436
1776,20210720.23,121.802,31.9971,5.0454,-5.5309,-1.1199,0.52405,3.2856,185,20.6562,180.181,4.1436,3.2856,3.2856,4.1436
1777,20210721,121.802,31.9971,5.0454,-5.9383,-1.4751,0.50891,3.1243,185,20.8156,180.971,4.1436,3.1243,3.1243,4.1436
1778,20210721.01,121.802,31.9971,5.0454,-6.1844,-1.0253,0.5029,2.9403,185,21.3767,181.655,3.769,2.9403,2.9403,3.769
1779,20210721.02,121.802,31.9971,5.0454,-6.1245,-1.0222,0.49904,2.8251,185,22.0858,182.485,3.769,2.8251,2.8251,3.769
1780,20210721.03,121.802,31.9971,5.0454,-5.8013,-1.5561,0.49048,2.7744,175,22.7584,183.708,3.769,2.7744,2.7744,3.769
1781,20210721.04,121.802,31.9971,5.0454,-5.4422,-1.9903,0.47727,2.7552,175,23.4142,185.286,3.4282,2.7552,2.7552,3.4282
1782,20210721.05,121.802,31.9971,5.0454,-5.3087,-2.3403,0.46512,2.7303,175,24.3423,187.18,3.4282,2.7303,2.7303,3.4282
1783,20210721.06,121.802,31.9971,5.0454,-5.0049,-2.8866,0.45659,2.7001,175,25.247,189.119,3.4282,2.7001,2.7001,3.4282
1784,20210721.07,121.802,31.9971,5.0454,-4.6876,-3.3542,0.44894,2.6733,185,26.3716,191.535,3.4282,2.6733,2.6733,3.4282
1785,20210721.08,121.802,31.9971,5.0454,-4.5508,-3.7401,0.44663,2.6545,185,27.4414,194.304,3.4282,2.6545,2.6545,3.4282
1786,20210721.09,121.802,31.9971,5.0454,-4.8159,-3.9637,0.45632,2.644,185,28.3009,197.165,3.1182,2.644,2.644,3.1182
1787,20210721.1,121.802,31.9971,5.0454,-4.585,-2.9173,0.47581,2.6992,185,28.2949,198.822,3.1182,2.6992,2.6992,3.1182
1788,20210721.11,121.802,31.9971,5.0454,-5.7642,-2.7459,0.49032,2.7535,185,27.8834,198.119,3.1182,2.7535,2.7535,3.1182
1789,20210721.12,121.802,31.9971,5.0454,-6.4271,-1.9955,0.52187,2.7836,185,27.3673,197.195,3.1182,2.7836,2.7836,3.1182
1790,20210721.13,121.802,31.9971,5.0454,-6.7802,-1.464,0.55252,2.8385,185,26.796,195.304,3.1182,2.8385,2.8385,3.1182
1791,20210721.14,121.802,31.9971,5.0454,-7.1078,-1.193,0.58012,2.9102,185,26.2307,193.128,3.1182,2.9102,2.9102,3.1182
1792,20210721.15,121.802,31.9971,5.0454,-7.0459,-1.1971,0.60366,2.9897,185,25.693,191.243,3.1182,2.9897,2.9897,3.1182
1793,20210721.16,121.802,31.9971,5.0454,-6.9066,-1.2844,0.62194,3.0737,185,25.2928,189.896,3.4282,3.0737,3.0737,3.4282
1794,20210721.17,121.802,31.9971,5.0454,-7.0739,-1.1469,0.63621,3.1454,185,24.8874,188.71,3.4282,3.1454,3.1454,3.4282
1795,20210721.18,121.802,31.9971,5.0454,-7.2748,-1.0149,0.65441,3.1996,185,24.3856,187.589,3.4282,3.1996,3.1996,3.4282
1796,20210721.19,121.802,31.9971,5.0454,-7.1613,-1.1816,0.66861,3.2639,185,23.833,186.815,3.4282,3.2639,3.2639,3.4282
1797,20210721.2,121.802,31.9971,5.0454,-7.0222,-1.5237,0.67607,3.314,185,23.4394,186.719,3.769,3.314,3.314,3.769
1798,20210721.21,121.802,31.9971,5.0454,-6.9638,-1.9589,0.68164,3.3683,185,23.0051,186.89,3.769,3.3683,3.3683,3.769
1799,20210721.22,121.802,31.9971,5.0454,-6.5919,-2.2968,0.68385,3.4023,185,22.89,187.484,3.769,3.4023,3.4023,3.769
1800,20210721.23,121.802,31.9971,5.0454,-7.1583,-2.3217,0.68392,3.4183,185,22.8976,188.085,3.769,3.4183,3.4183,3.769
1801,20210722,121.802,31.9971,5.0454,-7.861,-2.0376,0.70067,3.3819,185,23.0336,188.223,3.769,3.3819,3.3819,3.769
1802,20210722.01,121.802,31.9971,5.0454,-7.7471,-1.9514,0.72481,3.3923,185,22.947,188.192,3.769,3.3923,3.3923,3.769
1803,20210722.02,121.802,31.9971,5.0454,-7.5218,-2.3208,0.73805,3.428,185,22.9147,188.503,3.769,3.428,3.428,3.769
1804,20210722.03,121.802,31.9971,5.0454,-7.8674,-2.1124,0.74666,3.462,185,23.0319,188.74,3.769,3.462,3.462,3.769
1805,20210722.04,121.802,31.9971,5.0454,-7.8662,-1.7366,0.76214,3.4802,185,23.147,188.702,3.769,3.4802,3.4802,3.769
1806,20210722.05,121.802,31.9971,5.0454,-7.3193,-1.7682,0.76467,3.5292,185,23.0907,188.765,3.769,3.5292,3.5292,3.769
1807,20210722.06,121.802,31.9971,5.0454,-7.1094,-1.7451,0.75363,3.5499,185,23.1738,189.148,3.769,3.5499,3.5499,3.769
1808,20210722.07,121.802,31.9971,5.0454,-7.0712,-1.7246,0.74257,3.5576,185,23.2385,189.418,3.769,3.5576,3.5576,3.769
1809,20210722.08,121.802,31.9971,5.0454,-7.2182,-1.6536,0.73478,3.5452,185,23.289,189.564,3.769,3.5452,3.5452,3.769
1810,20210722.09,121.802,31.9971,5.0454,-7.2777,-1.7728,0.73128,3.5292,185,23.3034,189.49,3.769,3.5292,3.5292,3.769
1811,20210722.1,121.802,31.9971,5.0454,-7.7205,-1.524,0.73532,3.4992,185,23.2428,189.279,3.769,3.4992,3.4992,3.769
1812,20210722.11,121.802,31.9971,5.0454,-7.6146,-0.8209,0.74874,3.4975,185,23.202,188.695,3.769,3.4975,3.4975,3.769
1813,20210722.12,121.802,31.9971,5.0454,-7.1943,-0.8579,0.75367,3.5251,185,22.9753,188.103,3.769,3.5251,3.5251,3.769
1814,20210722.13,121.802,31.9971,5.0454,-7.538,-0.7223,0.75262,3.5527,185,22.8051,187.53,3.769,3.5527,3.5527,3.769
1815,20210722.14,121.802,31.9971,5.0454,-7.3529,-0.8688,0.75973,3.5754,185,22.507,186.857,3.769,3.5754,3.5754,3.769
1816,20210722.15,121.802,31.9971,5.0454,-7.4274,-0.9238,0.76065,3.6021,185,22.3283,186.608,3.769,3.6021,3.6021,3.769
1817,20210722.16,121.802,31.9971,5.0454,-7.5548,-1.052,0.76367,3.6119,185,22.1578,186.39,3.769,3.6119,3.6119,3.769
1818,20210722.17,121.802,31.9971,5.0454,-7.5809,-1.2939,0.76753,3.6205,185,22.0581,186.395,3.769,3.6205,3.6205,3.769
1819,20210722.18,121.802,31.9971,5.0454,-7.5898,-1.6844,0.77112,3.6324,185,21.8956,186.567,3.769,3.6324,3.6324,3.769
1820,20210722.19,121.802,31.9971,5.0454,-7.7031,-2.0138,0.7756,3.6334,185,21.9315,186.869,4.1436,3.6334,3.6334,4.1436
1821,20210722.2,121.802,31.9971,5.0454,-7.9871,-2.1669,0.78536,3.6342,185,21.9724,187.171,4.1436,3.6342,3.6342,4.1436
1822,20210722.21,121.802,31.9971,5.0454,-7.8894,-2.5296,0.79876,3.6393,185,22.0679,187.526,4.1436,3.6393,3.6393,4.1436
1823,20210722.22,121.802,31.9971,5.0454,-7.5545,-2.4881,0.80654,3.6654,185,22.1678,188.094,4.1436,3.6654,3.6654,4.1436
1824,20210722.23,121.802,31.9971,5.0454,-8.2396,-2.7816,0.81233,3.6705,185,22.3043,188.425,4.1436,3.6705,3.6705,4.1436
1825,20210723,121.802,31.9971,5.0454,-8.8376,-2.9493,0.83646,3.6675,185,22.4641,188.495,4.1436,3.6675,3.6675,4.1436
1826,20210723.01,121.802,31.9971,5.0454,-8.3656,-3.5421,0.86125,3.6888,185,22.6342,188.943,4.1436,3.6888,3.6888,4.1436
1827,20210723.02,121.802,31.9971,5.0454,-7.8229,-3.7491,0.8698,3.7315,185,22.8617,189.983,4.1436,3.7315,3.7315,4.1436
1828,20210723.03,121.802,31.9971,5.0454,-8.1307,-3.3955,0.86968,3.7564,185,23.1389,190.861,4.1436,3.7564,3.7564,4.1436
1829,20210723.04,121.802,31.9971,5.0454,-7.9029,-3.1694,0.87226,3.7775,185,23.3197,191.324,4.1436,3.7775,3.7775,4.1436
1830,20210723.05,121.802,31.9971,5.0454,-7.3978,-3.3599,0.8625,3.7903,185,23.4818,192.044,4.1436,3.7903,3.7903,4.1436
1831,20210723.06,121.802,31.9971,5.0454,-7.7501,-3.2355,0.8471,3.7876,185,23.7628,192.768,4.1436,3.7876,3.7876,4.1436
1832,20210723.07,121.802,31.9971,5.0454,-7.6858,-3.1278,0.84401,3.7531,185,23.9232,193.216,4.1436,3.7531,3.7531,4.1436
1833,20210723.08,121.802,31.9971,5.0454,-7.249,-2.9902,0.83489,3.75,185,24.0249,193.732,4.1436,3.75,3.75,4.1436
1834,20210723.09,121.802,31.9971,5.0454,-6.7945,-3.1783,0.81747,3.743,185,24.1697,194.241,4.1436,3.743,3.743,4.1436
1835,20210723.1,121.802,31.9971,5.0454,-6.8564,-2.6733,0.79857,3.7371,185,24.3422,194.575,4.1436,3.7371,3.7371,4.1436
1836,20210723.11,121.802,31.9971,5.0454,-7.2363,-3.2046,0.78855,3.6995,185,24.4137,194.465,4.1436,3.6995,3.6995,4.1436
1837,20210723.12,121.802,31.9971,5.0454,-7.2599,-3.4318,0.78906,3.6664,185,24.4703,194.479,3.769,3.6664,3.6664,3.769
1838,20210723.13,121.802,31.9971,5.0454,-7.2589,-3.6183,0.79438,3.6405,185,24.5575,194.626,3.769,3.6405,3.6405,3.769
1839,20210723.14,121.802,31.9971,5.0454,-7.797,-3.4726,0.80376,3.6325,185,24.5906,194.496,3.769,3.6325,3.6325,3.769
1840,20210723.15,121.802,31.9971,5.0454,-8.7506,-2.8096,0.82826,3.6133,185,24.5952,193.714,3.769,3.6133,3.6133,3.769
1841,20210723.16,121.802,31.9971,5.0454,-8.6715,-2.7561,0.85742,3.6384,185,24.3799,192.606,3.769,3.6384,3.6384,3.769
1842,20210723.17,121.802,31.9971,5.0454,-8.3138,-3.3825,0.87596,3.6867,185,24.1666,191.903,3.769,3.6867,3.6867,3.769
1843,20210723.18,121.802,31.9971,5.0454,-8.1491,-4.0906,0.88773,3.7452,185,24.2147,191.867,4.1436,3.7452,3.7452,4.1436
1844,20210723.19,121.802,31.9971,5.0454,-8.6122,-4.2,0.90432,3.7737,185,24.31,192.13,4.1436,3.7737,3.7737,4.1436
1845,20210723.2,121.802,31.9971,5.0454,-9.1501,-4.6206,0.92783,3.7945,185,24.4055,192.358,4.1436,3.7945,3.7945,4.1436
1846,20210723.21,121.802,31.9971,5.0454,-9.5104,-4.4099,0.96095,3.8158,185,24.3893,192.774,4.1436,3.8158,3.8158,4.1436
1847,20210723.22,121.802,31.9971,5.0454,-9.253,-3.7918,0.98741,3.8604,185,24.3314,192.932,4.1436,3.8604,3.8604,4.1436
1848,20210723.23,121.802,31.9971,5.0454,-10.265,-3.4054,1.01037,3.9066,185,24.0916,192.541,4.1436,3.9066,3.9066,4.1436
1849,20210724,121.802,31.9971,5.0454,-9.9508,-3.2841,1.04451,3.9585,185,23.9332,192.128,4.1436,3.9585,3.9585,4.1436
1850,20210724.01,121.802,31.9971,5.0454,-10.0128,-3.0901,1.06412,4.0259,185,23.7626,191.995,4.5556,4.0259,4.0259,4.5556
1851,20210724.02,121.802,31.9971,5.0454,-10.1791,-2.9989,1.08403,4.0831,185,23.5132,191.825,4.5556,4.0831,4.0831,4.5556
1852,20210724.03,121.802,31.9971,5.0454,-9.6454,-3.0953,1.10154,4.1508,185,23.2435,191.814,4.5556,4.1508,4.1508,4.5556
1853,20210724.04,121.802,31.9971,5.0454,-8.7759,-3.6676,1.10462,4.227,185,22.822,192.176,4.5556,4.227,4.227,4.5556
1854,20210724.05,121.802,31.9971,5.0454,-9.006,-4.3176,1.0956,4.2754,185,22.6505,192.738,4.5556,4.2754,4.2754,4.5556
1855,20210724.06,121.802,31.9971,5.0454,-9.2386,-4.3448,1.09446,4.2733,185,22.6582,193.272,4.5556,4.2733,4.2733,4.5556
1856,20210724.07,121.802,31.9971,5.0454,-9.2568,-4.8564,1.0925,4.2555,185,22.855,193.914,4.5556,4.2555,4.2555,4.5556
1857,20210724.08,121.802,31.9971,5.0454,-9.64,-4.9922,1.09642,4.2238,185,23.154,194.814,4.5556,4.2238,4.2238,4.5556
1858,20210724.09,121.802,31.9971,5.0454,-9.6551,-4.5385,1.11012,4.2061,185,23.3601,195.375,4.5556,4.2061,4.2061,4.5556
1859,20210724.1,121.802,31.9971,5.0454,-9.0287,-4.739,1.11741,4.2235,185,23.3547,195.684,4.5556,4.2235,4.2235,4.5556
1860,20210724.11,121.802,31.9971,5.0454,-10.2605,-4.931,1.12216,4.2233,185,23.4743,195.815,4.5556,4.2233,4.2233,4.5556
1861,20210724.12,121.802,31.9971,5.0454,-9.897,-5.2903,1.15582,4.2376,185,23.549,195.784,4.5556,4.2376,4.2376,4.5556
1862,20210724.13,121.802,31.9971,5.0454,-9.7383,-5.9008,1.174,4.2734,185,23.6549,196.191,4.5556,4.2734,4.2734,4.5556
1863,20210724.14,121.802,31.9971,5.0454,-9.4207,-6.2682,1.18998,4.3112,195,23.8548,196.836,4.5556,4.3112,4.3112,4.5556
1864,20210724.15,121.802,31.9971,5.0454,-9.4369,-6.7389,1.20262,4.3331,195,24.1466,197.674,4.5556,4.3331,4.3331,4.5556
1865,20210724.16,121.802,31.9971,5.0454,-9.6867,-7.3804,1.21704,4.3467,195,24.5067,198.52,4.5556,4.3467,4.3467,4.5556
1866,20210724.17,121.802,31.9971,5.0454,-9.8878,-8.0943,1.23795,4.3344,195,24.8875,199.645,4.5556,4.3344,4.3344,4.5556
1867,20210724.18,121.802,31.9971,5.0454,-10.294,-8.4474,1.26195,4.3147,195,25.4061,200.988,5.0084,4.3147,4.3147,5.0084
