Time,Xp,Yp,Depth,X-Windv,Y-Windv,Hsig,Period,PkDir,Dspr,Dir,RTpeak,Tm01,RTm01,RTpeak
20210720.03,121.784,32.0009,4.9904,-6.2927,2.7103,0.52743,2.8509,185,23.2315,171.064,3.769,2.8509,2.8509,3.769
20210720.04,121.784,32.0009,4.9904,-6.3875,2.4779,0.52914,2.8784,185,23.1981,171.609,3.769,2.8784,2.8784,3.769
20210720.05,121.784,32.0009,4.9904,-6.7896,2.4389,0.53994,2.8736,175,23.0234,171.806,3.769,2.8736,2.8736,3.769
20210720.06,121.784,32.0009,4.9904,-7.1511,2.3046,0.55352,2.8745,175,22.829,172.095,3.769,2.8745,2.8745,3.769
20210720.07,121.784,32.0009,4.9904,-7.2158,2.1174,0.56311,2.8916,175,22.6741,172.453,3.769,2.8916,2.8916,3.769
20210720.08,121.784,32.0009,4.9904,-7.1539,2.0515,0.5674,2.9177,175,22.5467,172.849,3.769,2.9177,2.9177,3.769
20210720.09,121.784,32.0009,4.9904,-6.9961,1.9741,0.56753,2.9445,185,22.4874,173.202,3.769,2.9445,2.9445,3.769
20210720.1,121.784,32.0009,4.9904,-6.809,1.6136,0.56302,2.9768,185,22.3203,173.87,3.769,2.9768,2.9768,3.769
20210720.11,121.784,32.0009,4.9904,-7.3402,1.778,0.57547,2.9716,175,22.195,174.01,3.769,2.9716,2.9716,3.769
20210720.12,121.784,32.0009,4.9904,-7.2957,1.9975,0.58684,3.0004,175,22.103,174.035,3.769,3.0004,3.0004,3.769
20210720.13,121.784,32.0009,4.9904,-7.303,2.0514,0.59624,3.0326,175,22.1101,174.144,3.769,3.0326,3.0326,3.769
20210720.14,121.784,32.0009,4.9904,-6.9943,2.0831,0.59657,3.0794,175,22.074,174.395,3.769,3.0794,3.0794,3.769
20210720.15,121.784,32.0009,4.9904,-6.888,1.8893,0.59461,3.1047,175,22.0996,174.682,3.769,3.1047,3.1047,3.769
20210720.16,121.784,32.0009,4.9904,-7.4776,1.9941,0.60756,3.0913,175,22.047,174.654,3.769,3.0913,3.0913,3.769
20210720.17,121.784,32.0009,4.9904,-7.7975,2.2318,0.62793,3.0876,175,22.0421,174.328,3.769,3.0876,3.0876,3.769
20210720.18,121.784,32.0009,4.9904,-7.3756,2.2168,0.6305,3.1338,175,22.0564,174.447,3.769,3.1338,3.1338,3.769
20210720.19,121.784,32.0009,4.9904,-6.481,1.8164,0.60973,3.1931,185,22.1739,174.974,3.769,3.1931,3.1931,3.769
20210720.2,121.784,32.0009,4.9904,-5.856,1.132,0.57836,3.236,185,22.1549,176.138,3.769,3.236,3.236,3.769
20210720.21,121.784,32.0009,4.9904,-5.6399,0.2378,0.54982,3.2528,185,21.9374,177.48,4.1436,3.2528,3.2528,4.1436
20210720.22,121.784,32.0009,4.9904,-4.9267,-0.2685,0.5179,3.2769,185,21.8449,178.677,4.1436,3.2769,3.2769,4.1436
20210720.23,121.784,32.0009,4.9904,-5.4787,-1.0693,0.49874,3.185,185,21.7928,179.79,4.1436,3.185,3.185,4.1436
20210721,121.784,32.0009,4.9904,-5.9153,-1.4266,0.4914,3.0111,185,22.0123,180.875,4.1436,3.0111,3.0111,4.1436
20210721.01,121.784,32.0009,4.9904,-6.1729,-0.9793,0.49109,2.844,185,22.4611,181.535,3.769,2.844,2.844,3.769
20210721.02,121.784,32.0009,4.9904,-6.1057,-0.9833,0.48679,2.7489,185,23.1342,182.317,3.769,2.7489,2.7489,3.769
20210721.03,121.784,32.0009,4.9904,-5.7846,-1.5189,0.47605,2.7072,185,23.8077,183.729,3.769,2.7072,2.7072,3.769
20210721.04,121.784,32.0009,4.9904,-5.4296,-1.955,0.46118,2.6976,175,24.4898,185.412,3.4282,2.6976,2.6976,3.4282
20210721.05,121.784,32.0009,4.9904,-5.291,-2.3103,0.45131,2.6755,175,25.2584,187.343,3.4282,2.6755,2.6755,3.4282
20210721.06,121.784,32.0009,4.9904,-4.9849,-2.8576,0.4422,2.6526,185,26.2103,189.573,3.4282,2.6526,2.6526,3.4282
20210721.07,121.784,32.0009,4.9904,-4.6762,-3.3243,0.43684,2.6202,185,27.427,192.324,3.4282,2.6202,2.6202,3.4282
20210721.08,121.784,32.0009,4.9904,-4.5405,-3.7087,0.43576,2.593,185,28.3637,195.246,3.4282,2.5931,2.5931,3.4282
20210721.09,121.784,32.0009,4.9904,-4.7894,-3.939,0.44748,2.5771,185,28.9732,198.187,3.1182,2.5771,2.5771,3.1182
20210721.1,121.784,32.0009,4.9904,-4.5379,-2.9116,0.45408,2.6426,185,28.7594,198.786,3.1182,2.6426,2.6426,3.1182
20210721.11,121.784,32.0009,4.9904,-5.7029,-2.7408,0.47798,2.6712,185,28.2535,198.401,3.1182,2.6712,2.6712,3.1182
20210721.12,121.784,32.0009,4.9904,-6.3769,-1.9827,0.5088,2.7074,185,27.657,197.077,3.1182,2.7073,2.7073,3.1182
20210721.13,121.784,32.0009,4.9904,-6.7258,-1.4454,0.53616,2.7703,185,27.1237,194.916,3.1182,2.7703,2.7703,3.1182
20210721.14,121.784,32.0009,4.9904,-7.0514,-1.1706,0.56401,2.8388,185,26.6371,192.908,3.1182,2.8388,2.8388,3.1182
20210721.15,121.784,32.0009,4.9904,-6.9979,-1.1676,0.58407,2.9271,185,26.2839,191.056,3.1182,2.9271,2.9271,3.1182
20210721.16,121.784,32.0009,4.9904,-6.8558,-1.2493,0.59791,3.013,185,25.9243,189.685,3.4282,3.013,3.013,3.4282
20210721.17,121.784,32.0009,4.9904,-7.0034,-1.1152,0.6127,3.0821,185,25.5643,188.406,3.4282,3.0821,3.0821,3.4282
20210721.18,121.784,32.0009,4.9904,-7.2014,-0.9811,0.62996,3.1382,185,25.1528,187.306,3.4282,3.1382,3.1382,3.4282
20210721.19,121.784,32.0009,4.9904,-7.0994,-1.1372,0.64121,3.1974,185,24.8008,186.717,3.4282,3.1974,3.1974,3.4282
20210721.2,121.784,32.0009,4.9904,-6.9725,-1.474,0.64636,3.2516,185,24.6104,186.689,3.769,3.2516,3.2516,3.769
20210721.21,121.784,32.0009,4.9904,-6.9252,-1.905,0.65219,3.2856,185,24.4155,187.053,3.769,3.2856,3.2856,3.769
20210721.22,121.784,32.0009,4.9904,-6.5481,-2.2487,0.65015,3.3253,185,24.5021,187.741,3.769,3.3253,3.3253,3.769
20210721.23,121.784,32.0009,4.9904,-7.1002,-2.2889,0.6587,3.312,185,24.4782,188.217,3.769,3.312,3.312,3.769
20210722,121.784,32.0009,4.9904,-7.8136,-2.0188,0.68233,3.2803,185,24.4831,188.202,3.769,3.2803,3.2803,3.769
20210722.01,121.784,32.0009,4.9904,-7.7287,-1.9244,0.69937,3.3016,185,24.4024,188.182,3.769,3.3016,3.3016,3.769
20210722.02,121.784,32.0009,4.9904,-7.5142,-2.2891,0.70852,3.3493,185,24.4213,188.655,3.769,3.3493,3.3493,3.769
20210722.03,121.784,32.0009,4.9904,-7.8584,-2.0935,0.72207,3.3732,185,24.4593,188.62,3.769,3.3732,3.3732,3.769
20210722.04,121.784,32.0009,4.9904,-7.8726,-1.7171,0.73402,3.4048,185,24.5227,188.56,3.769,3.4048,3.4048,3.769
20210722.05,121.784,32.0009,4.9904,-7.3159,-1.7481,0.72746,3.4616,185,24.5959,188.75,3.769,3.4616,3.4616,3.769
20210722.06,121.784,32.0009,4.9904,-7.103,-1.7269,0.71814,3.4865,185,24.7179,189.173,3.769,3.4865,3.4865,3.769
20210722.07,121.784,32.0009,4.9904,-7.0652,-1.7031,0.70769,3.4904,185,24.8035,189.405,3.769,3.4904,3.4904,3.769
20210722.08,121.784,32.0009,4.9904,-7.2069,-1.6356,0.70419,3.4628,185,24.8264,189.61,3.769,3.4628,3.4628,3.769
20210722.09,121.784,32.0009,4.9904,-7.2552,-1.755,0.70114,3.4446,185,24.8371,189.596,3.769,3.4445,3.4445,3.769
20210722.1,121.784,32.0009,4.9904,-7.6569,-1.5242,0.71139,3.4045,185,24.7439,189.308,3.769,3.4045,3.4045,3.769
20210722.11,121.784,32.0009,4.9904,-7.5698,-0.8087,0.71788,3.4139,185,24.7029,188.494,3.769,3.4139,3.4139,3.769
20210722.12,121.784,32.0009,4.9904,-7.1644,-0.8426,0.71701,3.4429,185,24.5481,188.052,3.769,3.4429,3.4429,3.769
20210722.13,121.784,32.0009,4.9904,-7.4944,-0.7139,0.72094,3.4633,185,24.3313,187.292,3.769,3.4633,3.4633,3.769
20210722.14,121.784,32.0009,4.9904,-7.3162,-0.8441,0.72354,3.4889,185,24.0904,186.783,3.769,3.4889,3.4889,3.769
20210722.15,121.784,32.0009,4.9904,-7.3886,-0.8926,0.72568,3.509,185,23.9354,186.48,3.769,3.509,3.509,3.769
20210722.16,121.784,32.0009,4.9904,-7.5179,-1.0172,0.73038,3.5123,185,23.8118,186.223,3.769,3.5123,3.5123,3.769
20210722.17,121.784,32.0009,4.9904,-7.5444,-1.2513,0.73377,3.522,185,23.7586,186.294,3.769,3.522,3.522,3.769
20210722.18,121.784,32.0009,4.9904,-7.547,-1.6374,0.73774,3.5278,185,23.6521,186.497,3.769,3.5278,3.5278,3.769
20210722.19,121.784,32.0009,4.9904,-7.6544,-1.9695,0.74343,3.5309,185,23.6955,186.838,3.769,3.5309,3.5309,3.769
20210722.2,121.784,32.0009,4.9904,-7.9368,-2.1229,0.75602,3.5265,185,23.6975,187.101,3.769,3.5265,3.5265,3.769
20210722.21,121.784,32.0009,4.9904,-7.842,-2.4862,0.7664,3.5371,185,23.8126,187.622,3.769,3.5371,3.5371,3.769
20210722.22,121.784,32.0009,4.9904,-7.4979,-2.4562,0.76731,3.5743,185,23.9228,188.093,4.1436,3.5743,3.5743,4.1436
20210722.23,121.784,32.0009,4.9904,-8.185,-2.7603,0.78448,3.5695,185,23.989,188.444,4.1436,3.5695,3.5695,4.1436
20210723,121.784,32.0009,4.9904,-8.8062,-2.9173,0.81388,3.5627,185,24.0893,188.555,4.1436,3.5627,3.5627,4.1436
20210723.01,121.784,32.0009,4.9904,-8.3616,-3.4971,0.82903,3.5979,185,24.3892,189.361,4.1436,3.5979,3.5979,4.1436
20210723.02,121.784,32.0009,4.9904,-7.8145,-3.7114,0.82957,3.6542,185,24.6537,190.305,4.1436,3.6542,3.6542,4.1436
20210723.03,121.784,32.0009,4.9904,-8.1172,-3.3768,0.83536,3.6734,185,24.8891,190.971,4.1436,3.6734,3.6734,4.1436
20210723.04,121.784,32.0009,4.9904,-7.905,-3.1468,0.83304,3.7049,185,24.9787,191.423,4.1436,3.7049,3.7049,4.1436
20210723.05,121.784,32.0009,4.9904,-7.4111,-3.3336,0.82012,3.7194,185,25.2978,192.416,4.1436,3.7194,3.7194,4.1436
20210723.06,121.784,32.0009,4.9904,-7.7485,-3.2191,0.81339,3.7053,185,25.3957,192.94,4.1436,3.7053,3.7053,4.1436
20210723.07,121.784,32.0009,4.9904,-7.6912,-3.1125,0.80806,3.6781,185,25.5574,193.522,4.1436,3.6781,3.6781,4.1436
20210723.08,121.784,32.0009,4.9904,-7.2535,-2.9611,0.79426,3.6826,185,25.6176,194.009,4.1436,3.6826,3.6826,4.1436
20210723.09,121.784,32.0009,4.9904,-6.7759,-3.1487,0.77506,3.6748,185,25.845,194.766,4.1436,3.6748,3.6748,4.1436
20210723.1,121.784,32.0009,4.9904,-6.82,-2.644,0.75856,3.6631,185,25.8868,194.893,4.1436,3.6631,3.6631,4.1436
20210723.11,121.784,32.0009,4.9904,-7.1936,-3.1799,0.75635,3.6063,185,25.9591,195.086,4.1436,3.6063,3.6063,4.1436
20210723.12,121.784,32.0009,4.9904,-7.2062,-3.4247,0.75585,3.578,185,25.9705,195.095,3.769,3.578,3.578,3.769
20210723.13,121.784,32.0009,4.9904,-7.194,-3.6088,0.76106,3.5517,185,26.043,195.357,3.769,3.5517,3.5517,3.769
20210723.14,121.784,32.0009,4.9904,-7.7263,-3.4681,0.77469,3.5394,185,25.9953,194.935,3.769,3.5394,3.5394,3.769
20210723.15,121.784,32.0009,4.9904,-8.6849,-2.8009,0.80582,3.5176,185,25.8388,193.868,3.769,3.5176,3.5176,3.769
20210723.16,121.784,32.0009,4.9904,-8.6038,-2.7155,0.82707,3.5615,185,25.6994,192.761,3.769,3.5615,3.5615,3.769
20210723.17,121.784,32.0009,4.9904,-8.2348,-3.3308,0.84083,3.6169,185,25.6974,192.426,3.769,3.6169,3.6169,3.769
20210723.18,121.784,32.0009,4.9904,-8.0972,-4.0289,0.85181,3.6681,185,25.8152,192.487,3.769,3.6681,3.6681,3.769
20210723.19,121.784,32.0009,4.9904,-8.5441,-4.1433,0.8726,3.6903,185,25.9005,192.617,4.1436,3.6903,3.6903,4.1436
20210723.2,121.784,32.0009,4.9904,-9.1105,-4.5761,0.90086,3.7047,185,26.0139,192.812,4.1436,3.7047,3.7047,4.1436
20210723.21,121.784,32.0009,4.9904,-9.4478,-4.3857,0.93213,3.7331,185,25.9573,193.085,4.1436,3.7331,3.7331,4.1436
20210723.22,121.784,32.0009,4.9904,-9.2311,-3.7614,0.94975,3.7979,185,25.8283,192.991,4.1436,3.7979,3.7979,4.1436
20210723.23,121.784,32.0009,4.9904,-10.1971,-3.3852,0.98404,3.8358,185,25.6086,192.428,4.1436,3.8358,3.8358,4.1436
20210724,121.784,32.0009,4.9904,-9.9159,-3.254,1.00781,3.8976,185,25.5446,192.222,4.1436,3.8976,3.8976,4.1436
20210724.01,121.784,32.0009,4.9904,-9.9655,-3.0606,1.02503,3.9675,185,25.3925,191.946,4.5556,3.9675,3.9675,4.5556
20210724.02,121.784,32.0009,4.9904,-10.1371,-2.9545,1.04515,4.0201,185,25.2636,191.776,4.5556,4.0201,4.0201,4.5556
20210724.03,121.784,32.0009,4.9904,-9.6034,-3.0484,1.05183,4.0995,185,25.0595,191.843,4.5556,4.0995,4.0995,4.5556
20210724.04,121.784,32.0009,4.9904,-8.7412,-3.6123,1.04504,4.179,185,24.8425,192.388,4.5556,4.179,4.179,4.5556
20210724.05,121.784,32.0009,4.9904,-8.9548,-4.2747,1.04312,4.2031,185,24.8186,193.015,4.5556,4.2031,4.2031,4.5556
20210724.06,121.784,32.0009,4.9904,-9.2112,-4.3137,1.0449,4.1975,185,24.8284,193.595,4.5556,4.1975,4.1975,4.5556
20210724.07,121.784,32.0009,4.9904,-9.2104,-4.8151,1.04567,4.18,185,24.9981,194.437,4.5556,4.18,4.18,4.5556
20210724.08,121.784,32.0009,4.9904,-9.5749,-4.9623,1.05462,4.1487,185,25.1772,195.28,4.5556,4.1487,4.1487,4.5556
20210724.09,121.784,32.0009,4.9904,-9.6085,-4.5144,1.0628,4.1419,185,25.2093,195.673,4.5556,4.142,4.142,4.5556
20210724.1,121.784,32.0009,4.9904,-8.9664,-4.7019,1.06091,4.1653,185,25.2776,196.207,4.5556,4.1653,4.1653,4.5556
20210724.11,121.784,32.0009,4.9904,-10.2242,-4.895,1.08535,4.1504,185,25.2281,196.097,4.5556,4.1504,4.1504,4.5556
20210724.12,121.784,32.0009,4.9904,-9.8485,-5.2462,1.1061,4.1736,185,25.3747,196.375,4.5556,4.1736,4.1736,4.5556
20210724.13,121.784,32.0009,4.9904,-9.6895,-5.8648,1.12319,4.2083,185,25.4495,196.802,4.5556,4.2083,4.2083,4.5556
20210724.14,121.784,32.0009,4.9904,-9.3624,-6.2308,1.13416,4.246,185,25.7306,197.514,4.5556,4.246,4.246,4.5556
20210724.15,121.784,32.0009,4.9904,-9.3848,-6.69,1.14893,4.2693,185,25.9066,198.344,4.5556,4.2693,4.2693,4.5556
20210724.16,121.784,32.0009,4.9904,-9.6332,-7.3276,1.16931,4.2769,185,26.2788,199.383,4.5556,4.2769,4.2769,4.5556
20210724.17,121.784,32.0009,4.9904,-9.8134,-8.0524,1.19532,4.2703,185,26.5708,200.63,4.5556,4.2703,4.2703,4.5556
20210724.18,121.784,32.0009,4.9904,-10.2556,-8.419,1.22476,4.2644,185,26.8784,201.813,4.5556,4.2644,4.2644,4.5556
20210724.19,121.784,32.0009,4.9904,-10.3403,-9.1128,1.25607,4.2589,185,27.1227,203.128,5.0084,4.2589,4.2589,5.0084
20210724.2,121.784,32.0009,4.9904,-10.0869,-9.6449,1.27792,4.2727,185,27.5802,204.365,5.0084,4.2727,4.2727,5.0084
20210724.21,121.784,32.0009,4.9904,-10.7888,-10.7246,1.31606,4.2767,185,27.9408,205.498,5.0084,4.2767,4.2767,5.0084
20210724.22,121.784,32.0009,4.9904,-12.5512,-9.7885,1.36639,4.2994,185,28.0149,205.569,5.0084,4.2994,4.2994,5.0084
20210724.23,121.784,32.0009,4.9904,-12.1086,-10.43,1.40651,4.3536,185,28.2514,206.06,5.0084,4.3536,4.3536,5.0084
20210725,121.784,32.0009,4.9904,-12.7922,-9.4715,1.44278,4.4169,185,28.329,205.942,5.0084,4.4169,4.4169,5.0084
20210725.01,121.784,32.0009,4.9904,-14.4255,-9.4672,1.50158,4.4637,185,28.3722,205.675,5.0084,4.4637,4.4637,5.0084
20210725.02,121.784,32.0009,4.9904,-15.2621,-8.3944,1.54911,4.5402,185,28.3182,204.915,5.0084,4.5402,4.5402,5.0084
20210725.03,121.784,32.0009,4.9904,-15.3388,-7.2882,1.58705,4.6323,185,28.156,204.18,5.0084,4.6323,4.6323,5.0084
20210725.04,121.784,32.0009,4.9904,-15.6533,-6.6791,1.62275,4.722,185,28.0093,203.446,5.0084,4.722,4.722,5.0084
20210725.05,121.784,32.0009,4.9904,-15.4512,-6.3773,1.64876,4.808,185,27.8861,202.981,5.5063,4.808,4.808,5.5063
20210725.06,121.784,32.0009,4.9904,-14.6184,-6.39,1.66005,4.9093,185,27.7031,202.542,5.5063,4.9093,4.9093,5.5063
20210725.07,121.784,32.0009,4.9904,-14.9065,-6.2882,1.68068,4.9924,185,27.4413,202.056,5.5063,4.9924,4.9924,5.5063
20210725.08,121.784,32.0009,4.9904,-15.1571,-6.8819,1.70182,5.0604,185,27.2076,201.695,5.5063,5.0604,5.0604,5.5063
20210725.09,121.784,32.0009,4.9904,-15.2758,-7.4231,1.72007,5.1203,185,26.9663,201.428,5.5063,5.1203,5.1203,5.5063
20210725.1,121.784,32.0009,4.9904,-16.3251,-7.0539,1.74125,5.1699,185,26.6688,200.901,5.5063,5.1699,5.1699,5.5063
20210725.11,121.784,32.0009,4.9904,-15.734,-7.4729,1.74893,5.2303,185,26.4114,200.61,6.0537,5.2303,5.2303,6.0537
20210725.12,121.784,32.0009,4.9904,-16.0864,-7.2939,1.75901,5.2858,185,26.1346,200.237,6.0537,5.2858,5.2858,6.0537
20210725.13,121.784,32.0009,4.9904,-17.0147,-5.4062,1.76852,5.3379,185,25.8175,199.539,6.0537,5.3379,5.3379,6.0537
20210725.14,121.784,32.0009,4.9904,-16.3078,-4.545,1.76609,5.4075,185,25.5287,198.926,6.0537,5.4075,5.4075,6.0537
20210725.15,121.784,32.0009,4.9904,-15.9119,-3.8795,1.76453,5.4818,185,25.2271,198.293,6.0537,5.4818,5.4818,6.0537
20210725.16,121.784,32.0009,4.9904,-15.8925,-2.6747,1.76566,5.5579,185,24.8861,197.524,6.6554,5.5579,5.5579,6.6554
20210725.17,121.784,32.0009,4.9904,-16.5536,-1.6478,1.77411,5.6228,185,24.5123,196.65,6.6554,5.6228,5.6228,6.6554
20210725.18,121.784,32.0009,4.9904,-16.7009,-0.9892,1.7793,5.687,185,24.139,195.858,6.6554,5.687,5.687,6.6554
20210725.19,121.784,32.0009,4.9904,-16.4694,-1.4752,1.78132,5.753,185,23.7672,195.292,6.6554,5.753,5.753,6.6554
20210725.2,121.784,32.0009,4.9904,-15.9896,-1.4782,1.77889,5.8228,185,23.4003,194.858,6.6554,5.8228,5.8228,6.6554
20210725.21,121.784,32.0009,4.9904,-16.1131,-0.8539,1.77945,5.8791,185,23.0445,194.41,7.3171,5.8791,5.8791,7.3171
20210725.22,121.784,32.0009,4.9904,-16.3024,1.3769,1.77932,5.9209,185,22.7555,193.822,7.3171,5.9208,5.9208,7.3171
20210725.23,121.784,32.0009,4.9904,-16.1005,1.0892,1.77816,5.9587,185,22.5036,193.413,7.3171,5.9587,5.9587,7.3171
20210726,121.784,32.0009,4.9904,-16.2984,1.5516,1.77926,5.98,185,22.3054,193.011,7.3171,5.98,5.98,7.3171
20210726.01,121.784,32.0009,4.9904,-16.3247,2.3482,1.77889,5.9916,185,22.1758,192.588,8.0444,5.9916,5.9916,8.0444
20210726.02,121.784,32.0009,4.9904,-16.1188,3.3507,1.77618,5.9997,185,22.1128,192.135,8.8441,5.9997,5.9997,8.8441
20210726.03,121.784,32.0009,4.9904,-15.5748,4.7512,1.7703,6.0102,185,22.1212,191.632,8.8441,6.0102,6.0102,8.8441
20210726.04,121.784,32.0009,4.9904,-14.7628,5.2748,1.76227,6.0348,185,22.137,191.195,8.8441,6.0348,6.0348,8.8441
20210726.05,121.784,32.0009,4.9904,-14.4162,5.822,1.7585,6.0563,185,22.1498,190.75,8.8441,6.0563,6.0563,8.8441
20210726.06,121.784,32.0009,4.9904,-14.1908,7.1157,1.75717,6.0669,185,22.2334,190.233,8.8441,6.0669,6.0669,8.8441
20210726.07,121.784,32.0009,4.9904,-13.3454,7.5174,1.74965,6.0994,185,22.3099,189.87,8.8441,6.0994,6.0994,8.8441
20210726.08,121.784,32.0009,4.9904,-12.6745,6.693,1.73991,6.1498,185,22.2677,189.736,8.8441,6.1498,6.1498,8.8441
20210726.09,121.784,32.0009,4.9904,-13.0816,6.4741,1.73853,6.1614,185,22.2151,189.562,8.8441,6.1614,6.1614,8.8441
20210726.1,121.784,32.0009,4.9904,-14.0754,6.0425,1.74379,6.1297,185,22.1899,189.334,8.8441,6.1297,6.1297,8.8441
20210726.11,121.784,32.0009,4.9904,-14.3754,6.1075,1.74462,6.0917,185,22.2335,189.09,8.8441,6.0917,6.0917,8.8441
20210726.12,121.784,32.0009,4.9904,-13.4702,6.0197,1.7332,6.0876,185,22.263,188.966,8.0444,6.0875,6.0875,8.0444
20210726.13,121.784,32.0009,4.9904,-12.4141,5.3396,1.71692,6.1058,185,22.2067,188.979,8.0444,6.1058,6.1058,8.0444
20210726.14,121.784,32.0009,4.9904,-12.8469,6.5175,1.71542,6.0728,185,22.2599,188.695,8.0444,6.0728,6.0728,8.0444
20210726.15,121.784,32.0009,4.9904,-12.3806,7.2869,1.70718,6.048,185,22.4,188.424,8.0444,6.048,6.048,8.0444
20210726.16,121.784,32.0009,4.9904,-12.3351,7.3919,1.70015,6.0214,185,22.5393,188.192,8.0444,6.0214,6.0214,8.0444
20210726.17,121.784,32.0009,4.9904,-13.0706,7.4171,1.70111,5.9624,185,22.7063,187.83,8.0444,5.9624,5.9624,8.0444
20210726.18,121.784,32.0009,4.9904,-13.4807,7.9372,1.70297,5.8939,185,22.9048,187.363,8.0444,5.8939,5.8939,8.0444
20210726.19,121.784,32.0009,4.9904,-12.3445,8.3558,1.68961,5.8694,185,23.1084,187.043,8.0444,5.8694,5.8694,8.0444
20210726.2,121.784,32.0009,4.9904,-11.1531,9.6324,1.67321,5.8547,185,23.373,186.699,8.0444,5.8547,5.8547,8.0444
20210726.21,121.784,32.0009,4.9904,-10.3588,10.4118,1.65844,5.8364,185,23.6843,186.365,8.0444,5.8364,5.8364,8.0444
20210726.22,121.784,32.0009,4.9904,-7.5492,11.1227,1.62138,5.8872,185,23.9948,186.529,8.0444,5.8872,5.8872,8.0444
20210726.23,121.784,32.0009,4.9904,-9.2291,9.5386,1.6117,5.8729,185,24.015,186.392,8.0444,5.8729,5.8729,8.0444
20210727,121.784,32.0009,4.9904,-10.3266,8.6111,1.6041,5.8353,185,23.995,186.135,8.0444,5.8353,5.8353,8.0444
20210727.01,121.784,32.0009,4.9904,-11.11,8.0485,1.59669,5.7627,185,24.057,185.608,7.3171,5.7627,5.7627,7.3171
20210727.02,121.784,32.0009,4.9904,-10.7879,7.81,1.577,5.7016,185,24.1247,185.071,7.3171,5.7016,5.7016,7.3171
20210727.03,121.784,32.0009,4.9904,-10.5986,8.9914,1.56426,5.5973,185,24.4,184.093,7.3171,5.5973,5.5973,7.3171
20210727.04,121.784,32.0009,4.9904,-9.5168,9.1393,1.53787,5.555,185,24.6149,183.52,7.3171,5.555,5.555,7.3171
20210727.05,121.784,32.0009,4.9904,-8.9263,9.2165,1.51507,5.5231,185,24.825,183.063,7.3171,5.5231,5.5231,7.3171
20210727.06,121.784,32.0009,4.9904,-9.6167,9.5482,1.5142,5.4731,185,24.9561,182.56,7.3171,5.4731,5.4731,7.3171
20210727.07,121.784,32.0009,4.9904,-10.0181,8.1524,1.513,5.468,185,24.8435,182.575,7.3171,5.468,5.468,7.3171
20210727.08,121.784,32.0009,4.9904,-10.3463,7.725,1.51323,5.451,185,24.7631,182.647,7.3171,5.451,5.451,7.3171
20210727.09,121.784,32.0009,4.9904,-10.6528,7.4129,1.5118,5.4279,185,24.7398,182.727,7.3171,5.4279,5.4279,7.3171
20210727.1,121.784,32.0009,4.9904,-10.8707,6.77,1.50929,5.3958,185,24.6652,182.845,7.3171,5.3958,5.3958,7.3171
20210727.11,121.784,32.0009,4.9904,-11.0444,6.621,1.50732,5.366,185,24.5768,182.947,7.3171,5.366,5.366,7.3171
20210727.12,121.784,32.0009,4.9904,-11.0817,6.8654,1.50676,5.3323,185,24.5279,182.931,7.3171,5.3323,5.3323,7.3171
20210727.13,121.784,32.0009,4.9904,-10.5253,7.3663,1.49742,5.3226,185,24.5762,183.002,7.3171,5.3227,5.3227,7.3171
20210727.14,121.784,32.0009,4.9904,-10.2803,7.6153,1.48849,5.3148,185,24.6303,183.095,7.3171,5.3148,5.3148,7.3171
20210727.15,121.784,32.0009,4.9904,-10.1929,7.6116,1.47991,5.3184,185,24.6579,183.355,7.3171,5.3184,5.3184,7.3171
20210727.16,121.784,32.0009,4.9904,-10.0686,7.3755,1.46807,5.3128,185,24.7395,183.628,7.3171,5.3128,5.3128,7.3171
20210727.17,121.784,32.0009,4.9904,-9.7979,7.4226,1.44735,5.3034,185,24.8604,183.894,7.3171,5.3034,5.3034,7.3171
20210727.18,121.784,32.0009,4.9904,-9.3929,7.8765,1.42095,5.2641,185,25.1242,183.868,6.6554,5.2641,5.2641,6.6554
20210727.19,121.784,32.0009,4.9904,-8.9382,8.3862,1.38837,5.2188,185,25.411,183.699,6.6554,5.2188,5.2188,6.6554
20210727.2,121.784,32.0009,4.9904,-8.6842,8.2951,1.35505,5.1567,185,25.6477,183.408,6.6554,5.1567,5.1567,6.6554
20210727.21,121.784,32.0009,4.9904,-8.6482,8.1221,1.32324,5.0977,185,25.813,183.047,6.6554,5.0977,5.0977,6.6554
20210727.22,121.784,32.0009,4.9904,-8.5091,7.4123,1.29054,5.0402,185,25.8495,182.822,6.6554,5.0402,5.0402,6.6554
20210727.23,121.784,32.0009,4.9904,-8.1424,7.9454,1.25934,4.9836,185,26.0511,182.384,6.6554,4.9836,4.9836,6.6554
20210728,121.784,32.0009,4.9904,-8.0999,7.6033,1.23277,4.9234,185,26.1561,182.081,6.6554,4.9234,4.9234,6.6554
20210728.01,121.784,32.0009,4.9904,-8.2327,6.7135,1.2109,4.8938,185,26.1402,182.203,6.6554,4.8938,4.8938,6.6554
20210728.02,121.784,32.0009,4.9904,-8.448,6.8808,1.20259,4.8474,185,26.2549,182.289,6.6554,4.8474,4.8474,6.6554
20210728.03,121.784,32.0009,4.9904,-8.1148,7.0483,1.19209,4.834,185,26.4909,182.575,6.6554,4.834,4.834,6.6554
20210728.04,121.784,32.0009,4.9904,-7.4714,7.6003,1.17474,4.8172,185,26.8377,182.936,6.6554,4.8172,4.8172,6.6554
20210728.05,121.784,32.0009,4.9904,-7.4391,7.7349,1.15901,4.7903,185,27.2057,183.03,6.6554,4.7903,4.7903,6.6554
