Time,Xp,Yp,Depth,X-Windv,Y-Windv,Hsig,Period,PkDir,Dspr,Dir,RTpeak,Tm01,RTm01,RTpeak
20210715,121.778,31.9969,5.9072,-0.8581,7.5883,0.01806,1.6134,95,31.5042,96.445,1.9414,1.6134,1.6134,1.9414
20210715.01,121.778,31.9969,5.9072,-1.4415,7.2836,0.03879,1.0738,125,26.7037,114.698,1.9414,1.0738,1.0738,1.9414
20210715.02,121.778,31.9969,5.9072,-2.3733,7.2054,0.06078,1.0737,145,25.3688,124.396,1.4609,1.0737,1.0737,1.4609
20210715.03,121.778,31.9969,5.9072,-2.9099,7.6233,0.0859,1.1382,145,24.7884,130.167,1.6062,1.1382,1.1382,1.6062
20210715.04,121.778,31.9969,5.9072,-2.8085,7.9405,0.11198,1.1988,145,24.6739,134.321,1.7658,1.1988,1.1988,1.7658
20210715.05,121.778,31.9969,5.9072,-2.9315,7.9798,0.13948,1.2643,145,24.3166,138.093,1.9414,1.2643,1.2643,1.9414
20210715.06,121.778,31.9969,5.9072,-2.9986,7.9383,0.16696,1.3597,145,23.8536,140.937,1.9414,1.3597,1.3597,1.9414
20210715.07,121.778,31.9969,5.9072,-2.831,7.7368,0.19498,1.4722,145,23.0066,143.039,1.9414,1.4722,1.4722,1.9414
20210715.08,121.778,31.9969,5.9072,-2.7634,7.3447,0.22318,1.5982,145,21.7346,144.891,2.1344,1.5982,1.5982,2.1344
20210715.09,121.778,31.9969,5.9072,-3.0848,6.8973,0.25252,1.7183,145,20.5881,146.893,2.3465,1.7183,1.7183,2.3465
20210715.1,121.778,31.9969,5.9072,-2.8241,5.903,0.27364,1.8259,145,19.7949,148.46,2.5798,1.8259,1.8259,2.5798
20210715.11,121.778,31.9969,5.9072,-3.6711,6.5874,0.30273,1.9153,145,19.1025,149.053,2.5798,1.9153,1.9153,2.5798
20210715.12,121.778,31.9969,5.9072,-4.3003,7.2735,0.34239,2.0027,145,18.7082,149.504,2.8363,2.0027,2.0027,2.8363
20210715.13,121.778,31.9969,5.9072,-5.1232,7.607,0.38754,2.0976,145,18.6221,150.273,2.8363,2.0976,2.0976,2.8363
20210715.14,121.778,31.9969,5.9072,-4.7718,7.8142,0.4244,2.2204,155,18.6831,150.787,2.8363,2.2204,2.2204,2.8363
20210715.15,121.778,31.9969,5.9072,-4.1965,7.7471,0.44822,2.346,155,18.6964,151.266,3.1182,2.346,2.346,3.1182
20210715.16,121.778,31.9969,5.9072,-3.404,7.8363,0.46052,2.4556,155,18.5389,151.432,3.1182,2.4555,2.4555,3.1182
20210715.17,121.778,31.9969,5.9072,-3.0453,7.7215,0.4682,2.5484,155,18.3198,151.519,3.769,2.5484,2.5484,3.769
20210715.18,121.778,31.9969,5.9072,-2.9029,7.4434,0.47372,2.6226,155,18.1299,151.701,3.769,2.6226,2.6226,3.769
20210715.19,121.778,31.9969,5.9072,-3.1182,7.5125,0.48407,2.6549,145,18.0914,151.753,3.769,2.6549,2.6549,3.769
20210715.2,121.778,31.9969,5.9072,-3.1384,7.6835,0.49462,2.6779,145,18.1698,151.729,4.1436,2.6779,2.6779,4.1436
20210715.21,121.778,31.9969,5.9072,-3.0226,7.433,0.49765,2.7072,145,18.3885,151.808,4.1436,2.7072,2.7072,4.1436
20210715.22,121.778,31.9969,5.9072,-2.5223,6.5963,0.4835,2.7481,145,18.6189,152.107,3.769,2.7481,2.7481,3.769
20210715.23,121.778,31.9969,5.9072,-3.4718,6.1948,0.4733,2.7113,145,18.5746,152.003,3.769,2.7113,2.7113,3.769
20210716,121.778,31.9969,5.9072,-3.9178,6.0593,0.4686,2.6478,145,18.2667,151.715,3.769,2.6478,2.6478,3.769
20210716.01,121.778,31.9969,5.9072,-4.2118,6.3887,0.46886,2.5809,145,18.0921,151.361,3.769,2.5809,2.5809,3.769
20210716.02,121.778,31.9969,5.9072,-4.2005,6.4643,0.4686,2.5503,145,18.0306,151.115,3.769,2.5503,2.5503,3.769
20210716.03,121.778,31.9969,5.9072,-4.2976,6.2359,0.46442,2.5374,145,17.9271,151.005,3.4282,2.5374,2.5374,3.4282
20210716.04,121.778,31.9969,5.9072,-4.5136,5.9874,0.46283,2.5263,145,17.7661,150.979,3.4282,2.5263,2.5263,3.4282
20210716.05,121.778,31.9969,5.9072,-4.4762,5.9761,0.46258,2.5269,145,17.5983,151.062,3.4282,2.5269,2.5269,3.4282
20210716.06,121.778,31.9969,5.9072,-4.8188,5.6402,0.46387,2.5288,145,17.5403,151.322,3.4282,2.5288,2.5288,3.4282
20210716.07,121.778,31.9969,5.9072,-5.1906,5.5539,0.47164,2.5306,145,17.4668,151.67,3.4282,2.5306,2.5306,3.4282
20210716.08,121.778,31.9969,5.9072,-5.2389,5.7111,0.4791,2.5447,145,17.5611,152.087,3.4282,2.5447,2.5447,3.4282
20210716.09,121.778,31.9969,5.9072,-4.8553,5.714,0.4821,2.5753,145,17.6983,152.557,3.4282,2.5753,2.5753,3.4282
20210716.1,121.778,31.9969,5.9072,-3.3799,6.4017,0.46754,2.6177,145,18.075,152.816,3.4282,2.6177,2.6177,3.4282
20210716.11,121.778,31.9969,5.9072,-3.0376,5.3757,0.4432,2.6541,145,18.269,153.298,3.4282,2.6541,2.6541,3.4282
20210716.12,121.778,31.9969,5.9072,-3.4316,5.0365,0.4255,2.6283,145,18.3359,153.7,3.4282,2.6283,2.6283,3.4282
20210716.13,121.778,31.9969,5.9072,-4.2238,5.0116,0.42229,2.5492,145,18.3225,153.988,3.4282,2.5492,2.5492,3.4282
20210716.14,121.778,31.9969,5.9072,-4.4178,4.9516,0.42387,2.4899,145,18.4634,154.538,3.4282,2.4899,2.4899,3.4282
20210716.15,121.778,31.9969,5.9072,-4.5885,5.2443,0.42722,2.4496,145,18.8022,154.881,3.4282,2.4496,2.4496,3.4282
20210716.16,121.778,31.9969,5.9072,-5.0062,5.5009,0.4356,2.4319,155,18.8861,155.143,3.4282,2.4319,2.4319,3.4282
20210716.17,121.778,31.9969,5.9072,-5.5298,5.8842,0.45349,2.4347,155,18.8883,155.247,3.4282,2.4347,2.4347,3.4282
20210716.18,121.778,31.9969,5.9072,-5.7328,6.3593,0.47844,2.4621,155,18.9025,155.443,3.4282,2.4621,2.4621,3.4282
20210716.19,121.778,31.9969,5.9072,-5.7228,6.7247,0.49974,2.5253,155,19.0416,155.703,3.4282,2.5253,2.5253,3.4282
20210716.2,121.778,31.9969,5.9072,-5.1023,6.7426,0.51177,2.5963,155,19.194,156.192,3.4282,2.5963,2.5963,3.4282
20210716.21,121.778,31.9969,5.9072,-4.0436,6.6319,0.50467,2.679,155,19.4467,156.654,3.4282,2.679,2.679,3.4282
20210716.22,121.778,31.9969,5.9072,-3.1949,6.0325,0.48665,2.7455,155,19.6645,157.364,3.4282,2.7455,2.7455,3.4282
20210716.23,121.778,31.9969,5.9072,-2.9132,5.4876,0.46746,2.7949,155,19.8555,158.096,3.4282,2.7948,2.7948,3.4282
20210717,121.778,31.9969,5.9072,-3.4371,5.2608,0.45924,2.793,155,19.9221,158.603,3.4282,2.793,2.793,3.4282
20210717.01,121.778,31.9969,5.9072,-4.2485,5.0101,0.46086,2.7489,145,19.9652,158.87,3.4282,2.7489,2.7489,3.4282
20210717.02,121.778,31.9969,5.9072,-4.7891,4.9936,0.46942,2.6902,155,20.0352,159.089,4.1436,2.6902,2.6902,4.1436
20210717.03,121.778,31.9969,5.9072,-4.7963,4.8188,0.47186,2.6572,155,20.2394,159.337,4.1436,2.6572,2.6572,4.1436
20210717.04,121.778,31.9969,5.9072,-5.4884,4.4755,0.47319,2.6214,155,20.201,159.495,3.4282,2.6214,2.6214,3.4282
20210717.05,121.778,31.9969,5.9072,-6.1643,4.3894,0.48088,2.5779,155,20.0612,159.508,3.4282,2.5779,2.5779,3.4282
20210717.06,121.778,31.9969,5.9072,-6.3249,4.6149,0.49154,2.5663,155,19.8558,159.576,3.4282,2.5663,2.5663,3.4282
20210717.07,121.778,31.9969,5.9072,-5.2803,4.8321,0.48744,2.6024,155,19.9179,159.75,3.4282,2.6024,2.6024,3.4282
20210717.08,121.778,31.9969,5.9072,-4.8585,4.612,0.47276,2.6454,165,19.8738,160.07,3.4282,2.6454,2.6454,3.4282
20210717.09,121.778,31.9969,5.9072,-4.6368,4.4759,0.45672,2.6487,165,20.0094,160.353,3.4282,2.6487,2.6487,3.4282
20210717.1,121.778,31.9969,5.9072,-4.5405,3.3025,0.43646,2.6472,165,20.0697,161.339,3.4282,2.6472,2.6472,3.4282
20210717.11,121.778,31.9969,5.9072,-4.7524,3.0049,0.41981,2.6104,165,20.2515,162.32,3.4282,2.6104,2.6104,3.4282
20210717.12,121.778,31.9969,5.9072,-5.0885,2.9817,0.41177,2.5377,165,20.3794,162.766,3.4282,2.5377,2.5377,3.4282
20210717.13,121.778,31.9969,5.9072,-5.474,3.0386,0.4112,2.4542,165,20.569,162.919,3.4282,2.4542,2.4542,3.4282
20210717.14,121.778,31.9969,5.9072,-5.7061,2.9606,0.41444,2.4057,175,20.6533,163.16,3.4282,2.4057,2.4057,3.4282
20210717.15,121.778,31.9969,5.9072,-5.5071,3.1841,0.41468,2.3986,175,20.7575,163.356,3.4282,2.3986,2.3986,3.4282
20210717.16,121.778,31.9969,5.9072,-5.1887,3.3649,0.41153,2.4214,175,20.6567,163.51,3.1182,2.4214,2.4214,3.1182
20210717.17,121.778,31.9969,5.9072,-4.8823,3.5597,0.40504,2.4345,175,20.7513,163.659,3.1182,2.4345,2.4345,3.1182
20210717.18,121.778,31.9969,5.9072,-4.1808,3.7457,0.39381,2.455,175,20.8704,164.028,3.1182,2.455,2.455,3.1182
20210717.19,121.778,31.9969,5.9072,-3.688,3.5832,0.37626,2.4724,175,21.2997,164.689,3.1182,2.4724,2.4724,3.1182
20210717.2,121.778,31.9969,5.9072,-3.7196,3.3133,0.36122,2.4605,175,21.5067,165.312,3.1182,2.4605,2.4605,3.1182
20210717.21,121.778,31.9969,5.9072,-3.6144,3.0765,0.34743,2.4355,175,21.6477,165.878,3.1182,2.4355,2.4355,3.1182
20210717.22,121.778,31.9969,5.9072,-3.0399,2.596,0.32875,2.4332,175,21.67,166.737,3.1182,2.4332,2.4332,3.1182
20210717.23,121.778,31.9969,5.9072,-3.7712,2.0535,0.31408,2.3616,175,21.4925,167.154,3.1182,2.3616,2.3616,3.1182
20210718,121.778,31.9969,5.9072,-4.2165,1.8853,0.30598,2.239,175,21.3307,167.095,3.1182,2.239,2.239,3.1182
20210718.01,121.778,31.9969,5.9072,-3.9908,2.0261,0.29825,2.1399,175,21.4408,167.001,3.1182,2.1399,2.1399,3.1182
20210718.02,121.778,31.9969,5.9072,-3.8075,1.9205,0.28589,2.0786,175,21.6313,167.301,3.1182,2.0786,2.0786,3.1182
20210718.03,121.778,31.9969,5.9072,-3.7116,1.6439,0.27012,2.0158,175,21.8357,167.442,3.1182,2.0158,2.0158,3.1182
20210718.04,121.778,31.9969,5.9072,-3.7482,1.2563,0.25528,1.9524,175,21.9267,168.072,2.8363,1.9524,1.9524,2.8363
20210718.05,121.778,31.9969,5.9072,-3.8524,1.0061,0.24289,1.895,175,22.0043,169.023,2.8363,1.895,1.895,2.8363
20210718.06,121.778,31.9969,5.9072,-4.3728,0.9359,0.23962,1.8272,175,22.2546,169.719,2.8363,1.8272,1.8272,2.8363
20210718.07,121.778,31.9969,5.9072,-5.1248,0.8841,0.24902,1.7743,175,22.6337,170.149,2.5798,1.7743,1.7743,2.5798
20210718.08,121.778,31.9969,5.9072,-5.8097,0.8229,0.2658,1.7793,175,23.0202,170.62,2.3465,1.7793,1.7793,2.3465
20210718.09,121.778,31.9969,5.9072,-6.1395,1.229,0.28517,1.8286,175,23.2866,170.725,2.3465,1.8286,1.8286,2.3465
20210718.1,121.778,31.9969,5.9072,-5.8282,1.776,0.29928,1.8988,175,23.3517,170.543,2.3465,1.8988,1.8988,2.3465
20210718.11,121.778,31.9969,5.9072,-5.5875,2.1875,0.31052,1.9777,175,23.2737,170.166,2.5798,1.9777,1.9777,2.5798
20210718.12,121.778,31.9969,5.9072,-4.7497,2.8663,0.31448,2.0494,175,23.192,169.807,2.5798,2.0494,2.0494,2.5798
20210718.13,121.778,31.9969,5.9072,-3.9575,3.3208,0.31125,2.1153,175,23.468,169.23,2.5798,2.1153,2.1153,2.5798
20210718.14,121.778,31.9969,5.9072,-3.2823,3.4029,0.30317,2.1716,155,23.7928,169.153,2.5798,2.1716,2.1716,2.5798
20210718.15,121.778,31.9969,5.9072,-2.9886,3.0402,0.29399,2.2165,155,24.245,169.306,2.5798,2.2165,2.2165,2.5798
20210718.16,121.778,31.9969,5.9072,-3.2769,2.5732,0.28783,2.231,155,24.2309,169.533,2.8363,2.231,2.231,2.8363
20210718.17,121.778,31.9969,5.9072,-3.2821,2.5843,0.28246,2.224,155,24.1832,169.303,3.1182,2.224,2.224,3.1182
20210718.18,121.778,31.9969,5.9072,-3.5771,2.4812,0.27959,2.1668,145,23.823,168.689,3.1182,2.1668,2.1668,3.1182
20210718.19,121.778,31.9969,5.9072,-4.1541,2.4646,0.28168,2.0876,155,23.3419,167.634,3.1182,2.0876,2.0876,3.1182
20210718.2,121.778,31.9969,5.9072,-4.4715,2.6583,0.28859,2.0226,175,22.8054,166.324,2.8363,2.0226,2.0226,2.8363
20210718.21,121.778,31.9969,5.9072,-4.3501,2.5941,0.29202,2.0011,175,22.4773,165.633,2.8363,2.0011,2.0011,2.8363
20210718.22,121.778,31.9969,5.9072,-3.4979,2.6731,0.28377,2.0239,175,22.2452,165.583,2.8363,2.0239,2.0239,2.8363
20210718.23,121.778,31.9969,5.9072,-3.9427,2.1304,0.27503,2.0254,175,21.7577,165.837,2.8363,2.0254,2.0254,2.8363
20210719,121.778,31.9969,5.9072,-4.1098,2.0767,0.27367,1.9989,175,21.4776,166.173,2.8363,1.9989,1.9989,2.8363
20210719.01,121.778,31.9969,5.9072,-4.1201,2.0062,0.2745,1.9988,175,21.2917,166.908,2.8363,1.9988,1.9988,2.8363
20210719.02,121.778,31.9969,5.9072,-4.3996,1.9433,0.27866,1.9942,175,21.4555,167.328,2.8363,1.9942,1.9942,2.8363
20210719.03,121.778,31.9969,5.9072,-4.9481,1.7142,0.28849,1.9867,175,21.4566,167.961,2.8363,1.9867,1.9867,2.8363
20210719.04,121.778,31.9969,5.9072,-5.4423,1.6996,0.30584,2.0025,175,21.5397,168.389,2.8363,2.0025,2.0025,2.8363
20210719.05,121.778,31.9969,5.9072,-5.4105,2.214,0.32277,2.0522,175,21.5683,168.541,2.8363,2.0522,2.0522,2.8363
20210719.06,121.778,31.9969,5.9072,-5.2004,2.6599,0.33444,2.1096,175,21.6662,168.364,2.8363,2.1096,2.1096,2.8363
20210719.07,121.778,31.9969,5.9072,-5.0862,3.1734,0.34323,2.1707,175,21.7835,167.928,2.8363,2.1707,2.1707,2.8363
20210719.08,121.778,31.9969,5.9072,-4.8729,3.4528,0.34862,2.2155,175,21.8997,167.57,2.8363,2.2155,2.2155,2.8363
20210719.09,121.778,31.9969,5.9072,-4.5942,3.2872,0.34964,2.2485,175,22.1194,167.446,2.8363,2.2485,2.2485,2.8363
20210719.1,121.778,31.9969,5.9072,-3.8889,2.8957,0.33974,2.2991,175,22.2495,168.03,2.8363,2.2991,2.2991,2.8363
20210719.11,121.778,31.9969,5.9072,-4.4354,2.6673,0.33503,2.2823,175,22.3818,168.053,2.8363,2.2823,2.2823,2.8363
20210719.12,121.778,31.9969,5.9072,-5.3181,3.5158,0.34881,2.2246,175,22.2155,167.067,3.1182,2.2246,2.2246,3.1182
20210719.13,121.778,31.9969,5.9072,-4.9193,3.5952,0.36086,2.2262,175,22.0975,166.474,3.1182,2.2262,2.2262,3.1182
20210719.14,121.778,31.9969,5.9072,-4.7366,3.3798,0.36402,2.254,175,21.9637,166.412,3.1182,2.254,2.254,3.1182
20210719.15,121.778,31.9969,5.9072,-4.6806,3.3345,0.36548,2.2824,175,21.8524,166.402,3.1182,2.2824,2.2824,3.1182
20210719.16,121.778,31.9969,5.9072,-5.0103,3.4283,0.37195,2.2925,175,21.6687,166.313,3.1182,2.2925,2.2925,3.1182
20210719.17,121.778,31.9969,5.9072,-5.0712,3.6259,0.38407,2.3231,175,21.6024,166.373,3.1182,2.3231,2.3231,3.1182
20210719.18,121.778,31.9969,5.9072,-5.2982,3.6598,0.39785,2.3611,175,21.5814,166.577,3.1182,2.3611,2.3611,3.1182
20210719.19,121.778,31.9969,5.9072,-5.3324,3.3123,0.40953,2.4111,175,21.5688,167.105,3.1182,2.4111,2.4111,3.1182
20210719.2,121.778,31.9969,5.9072,-5.625,3.0282,0.42226,2.4518,175,21.6059,167.62,3.1182,2.4518,2.4518,3.1182
20210719.21,121.778,31.9969,5.9072,-6.1373,2.7177,0.43903,2.487,175,21.5143,168.21,3.4282,2.487,2.487,3.4282
20210719.22,121.778,31.9969,5.9072,-5.8622,1.8593,0.44976,2.5466,175,21.3711,169.371,3.4282,2.5466,2.5466,3.4282
20210719.23,121.778,31.9969,5.9072,-6.6742,2.0943,0.46709,2.5799,175,21.3303,169.991,3.4282,2.5799,2.5799,3.4282
20210720,121.778,31.9969,5.9072,-6.6646,2.7179,0.48928,2.6217,175,21.2974,170.396,3.4282,2.6217,2.6217,3.4282
20210720.01,121.778,31.9969,5.9072,-6.4726,3.1306,0.50692,2.6899,175,21.3483,170.703,3.4282,2.6899,2.6899,3.4282
20210720.02,121.778,31.9969,5.9072,-6.4424,3.1235,0.51869,2.7597,175,21.4439,171.055,3.4282,2.7597,2.7597,3.4282
20210720.03,121.778,31.9969,5.9072,-6.2852,2.7126,0.52395,2.8252,175,21.5236,171.564,3.4282,2.8252,2.8252,3.4282
20210720.04,121.778,31.9969,5.9072,-6.3818,2.4822,0.52872,2.8678,175,21.58,171.929,3.769,2.8678,2.8678,3.769
20210720.05,121.778,31.9969,5.9072,-6.7821,2.4423,0.5374,2.8786,175,21.621,172.018,3.769,2.8786,2.8786,3.769
20210720.06,121.778,31.9969,5.9072,-7.1447,2.3061,0.55073,2.8764,175,21.5702,172.085,3.769,2.8764,2.8764,3.769
20210720.07,121.778,31.9969,5.9072,-7.2077,2.1206,0.56334,2.8946,175,21.4777,172.33,3.769,2.8946,2.8946,3.769
20210720.08,121.778,31.9969,5.9072,-7.1468,2.056,0.57175,2.9195,175,21.4099,172.617,3.769,2.9195,2.9195,3.769
20210720.09,121.778,31.9969,5.9072,-6.9854,1.9773,0.5749,2.9565,175,21.3118,172.952,3.769,2.9565,2.9565,3.769
20210720.1,121.778,31.9969,5.9072,-6.7913,1.6124,0.57319,2.9911,175,21.2289,173.41,3.769,2.9911,2.9911,3.769
20210720.11,121.778,31.9969,5.9072,-7.3149,1.7794,0.57843,2.9977,175,21.2036,173.555,3.769,2.9977,2.9977,3.769
20210720.12,121.778,31.9969,5.9072,-7.2766,1.9993,0.58854,3.0045,175,21.2386,173.584,3.769,3.0045,3.0045,3.769
20210720.13,121.778,31.9969,5.9072,-7.2806,2.0512,0.59896,3.0357,175,21.2309,173.572,3.769,3.0357,3.0357,3.769
20210720.14,121.778,31.9969,5.9072,-6.9667,2.082,0.60465,3.0821,175,21.2143,173.69,3.769,3.0821,3.0821,3.769
20210720.15,121.778,31.9969,5.9072,-6.8648,1.8889,0.60554,3.1249,175,21.2162,173.855,3.769,3.1249,3.1249,3.769
20210720.16,121.778,31.9969,5.9072,-7.4537,1.9944,0.61277,3.1242,175,21.2736,173.785,3.769,3.1242,3.1242,3.769
20210720.17,121.778,31.9969,5.9072,-7.7689,2.2255,0.62802,3.1087,175,21.347,173.631,3.769,3.1087,3.1087,3.769
20210720.18,121.778,31.9969,5.9072,-7.3492,2.2098,0.63798,3.1408,175,21.3199,173.629,3.769,3.1408,3.1408,3.769
20210720.19,121.778,31.9969,5.9072,-6.4559,1.8124,0.63159,3.2072,175,21.3178,173.945,3.769,3.2072,3.2072,3.769
20210720.2,121.778,31.9969,5.9072,-5.8348,1.1339,0.60933,3.2715,175,21.3459,174.552,3.769,3.2715,3.2715,3.769
20210720.21,121.778,31.9969,5.9072,-5.6197,0.2467,0.58148,3.3043,175,21.4303,175.434,3.769,3.3043,3.3043,3.769
20210720.22,121.778,31.9969,5.9072,-4.9074,-0.2565,0.55386,3.3332,185,21.4705,176.348,4.1436,3.3332,3.3332,4.1436
20210720.23,121.778,31.9969,5.9072,-5.4599,-1.0525,0.5299,3.3018,185,21.6436,177.246,4.1436,3.3018,3.3018,4.1436
20210721,121.778,31.9969,5.9072,-5.9086,-1.409,0.51561,3.18,185,21.8694,178.182,4.1436,3.18,3.18,4.1436
20210721.01,121.778,31.9969,5.9072,-6.1709,-0.9633,0.51032,3.0098,185,22.266,179.086,4.1436,3.0098,3.0098,4.1436
20210721.02,121.778,31.9969,5.9072,-6.1018,-0.9688,0.50658,2.8798,175,22.7421,179.898,3.769,2.8798,2.8798,3.769
20210721.03,121.778,31.9969,5.9072,-5.7799,-1.5067,0.49734,2.8052,175,23.3585,181.108,3.769,2.8052,2.8052,3.769
20210721.04,121.778,31.9969,5.9072,-5.4262,-1.9429,0.48434,2.7717,175,24.0015,182.645,3.769,2.7717,2.7717,3.769
20210721.05,121.778,31.9969,5.9072,-5.2876,-2.2985,0.47033,2.7393,175,24.7689,184.338,3.4282,2.7393,2.7393,3.4282
20210721.06,121.778,31.9969,5.9072,-4.982,-2.8463,0.45936,2.7046,175,25.7805,186.399,3.4282,2.7046,2.7046,3.4282
20210721.07,121.778,31.9969,5.9072,-4.6755,-3.3133,0.45004,2.6707,175,26.9498,188.689,3.4282,2.6707,2.6707,3.4282
20210721.08,121.778,31.9969,5.9072,-4.5403,-3.6978,0.4455,2.6318,185,28.3023,191.395,3.4282,2.6318,2.6318,3.4282
20210721.09,121.778,31.9969,5.9072,-4.7847,-3.9288,0.44766,2.5951,185,29.324,194.156,3.4282,2.5951,2.5951,3.4282
20210721.1,121.778,31.9969,5.9072,-4.5254,-2.9067,0.45351,2.6347,185,29.6113,195.792,3.1182,2.6347,2.6347,3.1182
20210721.11,121.778,31.9969,5.9072,-5.6828,-2.7372,0.46934,2.6528,185,29.3817,196.051,3.1182,2.6528,2.6528,3.1182
20210721.12,121.778,31.9969,5.9072,-6.3569,-1.9781,0.49606,2.6912,185,28.7865,195.142,3.1182,2.6912,2.6912,3.1182
20210721.13,121.778,31.9969,5.9072,-6.703,-1.4405,0.52592,2.7465,185,28.1761,193.719,3.1182,2.7465,2.7465,3.1182
20210721.14,121.778,31.9969,5.9072,-7.0265,-1.167,0.55354,2.8182,185,27.5048,191.77,3.1182,2.8182,2.8182,3.1182
20210721.15,121.778,31.9969,5.9072,-6.9729,-1.1655,0.57929,2.8939,185,27.0392,190.203,3.1182,2.8939,2.8939,3.1182
20210721.16,121.778,31.9969,5.9072,-6.8308,-1.2457,0.59639,2.9813,185,26.6345,188.692,3.1182,2.9813,2.9813,3.1182
20210721.17,121.778,31.9969,5.9072,-6.9736,-1.1111,0.61189,3.0594,185,26.2917,187.375,3.4282,3.0594,3.0594,3.4282
20210721.18,121.778,31.9969,5.9072,-7.1698,-0.9772,0.62817,3.1187,185,25.9678,186.11,3.4282,3.1187,3.1187,3.4282
20210721.19,121.778,31.9969,5.9072,-7.0728,-1.132,0.64386,3.1817,185,25.6328,185.18,3.4282,3.1817,3.1817,3.4282
20210721.2,121.778,31.9969,5.9072,-6.9495,-1.4679,0.65436,3.2422,185,25.3572,184.678,3.4282,3.2422,3.2422,3.4282
20210721.21,121.778,31.9969,5.9072,-6.9061,-1.8951,0.66065,3.2935,185,25.2551,184.642,3.769,3.2936,3.2936,3.769
20210721.22,121.778,31.9969,5.9072,-6.5267,-2.2361,0.66494,3.3399,185,25.1644,184.919,3.769,3.3399,3.3399,3.769
20210721.23,121.778,31.9969,5.9072,-7.0789,-2.2764,0.67011,3.3485,185,25.2836,185.269,3.769,3.3485,3.3485,3.769
20210722,121.778,31.9969,5.9072,-7.7992,-2.0087,0.68563,3.3185,185,25.3089,185.431,3.769,3.3185,3.3185,3.769
20210722.01,121.778,31.9969,5.9072,-7.7209,-1.9124,0.70505,3.3244,185,25.3071,185.462,3.769,3.3244,3.3244,3.769
20210722.02,121.778,31.9969,5.9072,-7.509,-2.2763,0.71832,3.3625,185,25.2645,185.632,3.769,3.3625,3.3625,3.769
20210722.03,121.778,31.9969,5.9072,-7.8549,-2.0851,0.73241,3.3913,185,25.2489,185.786,3.769,3.3913,3.3913,3.769
20210722.04,121.778,31.9969,5.9072,-7.8722,-1.7137,0.74439,3.4243,185,25.2884,185.635,3.769,3.4243,3.4243,3.769
20210722.05,121.778,31.9969,5.9072,-7.3142,-1.7459,0.75011,3.4761,185,25.3553,185.706,3.769,3.4761,3.4761,3.769
20210722.06,121.778,31.9969,5.9072,-7.1065,-1.7216,0.74325,3.5251,185,25.4925,185.765,3.769,3.5251,3.5251,3.769
20210722.07,121.778,31.9969,5.9072,-7.0658,-1.6958,0.73526,3.5411,185,25.6296,186.032,3.769,3.5411,3.5411,3.769
20210722.08,121.778,31.9969,5.9072,-7.2072,-1.6281,0.72705,3.5328,185,25.7835,186.188,3.769,3.5328,3.5328,3.769
20210722.09,121.778,31.9969,5.9072,-7.2483,-1.7482,0.724,3.5079,185,25.8123,186.424,3.769,3.5079,3.5079,3.769
20210722.1,121.778,31.9969,5.9072,-7.6335,-1.5201,0.72487,3.4738,185,25.8359,186.33,3.769,3.4738,3.4738,3.769
20210722.11,121.778,31.9969,5.9072,-7.5511,-0.8091,0.73212,3.4569,185,25.6912,185.981,3.769,3.4569,3.4569,3.769
20210722.12,121.778,31.9969,5.9072,-7.1521,-0.8364,0.73341,3.482,185,25.5622,185.494,3.769,3.482,3.482,3.769
20210722.13,121.778,31.9969,5.9072,-7.4761,-0.7077,0.73633,3.4932,185,25.2921,184.936,3.769,3.4932,3.4932,3.769
20210722.14,121.778,31.9969,5.9072,-7.2946,-0.8383,0.73827,3.5198,185,25.0875,184.379,3.769,3.5198,3.5198,3.769
20210722.15,121.778,31.9969,5.9072,-7.3652,-0.8898,0.74182,3.5398,185,24.8358,183.866,3.769,3.5398,3.5398,3.769
20210722.16,121.778,31.9969,5.9072,-7.4971,-1.0149,0.74516,3.5558,185,24.6889,183.543,3.769,3.5558,3.5558,3.769
20210722.17,121.778,31.9969,5.9072,-7.5277,-1.2474,0.75005,3.5608,185,24.5879,183.421,3.769,3.5608,3.5608,3.769
20210722.18,121.778,31.9969,5.9072,-7.5279,-1.6328,0.75364,3.5727,185,24.5432,183.526,3.769,3.5727,3.5727,3.769
20210722.19,121.778,31.9969,5.9072,-7.634,-1.966,0.75894,3.5751,185,24.489,183.785,3.769,3.5751,3.5751,3.769
20210722.2,121.778,31.9969,5.9072,-7.9157,-2.1195,0.76793,3.5672,185,24.5578,184.077,4.1436,3.5672,3.5672,4.1436
20210722.21,121.778,31.9969,5.9072,-7.8227,-2.4801,0.77837,3.5758,185,24.6169,184.459,4.1436,3.5758,3.5758,4.1436
20210722.22,121.778,31.9969,5.9072,-7.4762,-2.4488,0.78525,3.6011,185,24.7686,184.922,4.1436,3.6011,3.6011,4.1436
20210722.23,121.778,31.9969,5.9072,-8.164,-2.7543,0.79412,3.604,185,24.9133,185.227,4.1436,3.604,3.604,4.1436
20210723,121.778,31.9969,5.9072,-8.7873,-2.9133,0.81715,3.5838,185,25.0482,185.473,4.1436,3.5838,3.5838,4.1436
20210723.01,121.778,31.9969,5.9072,-8.3514,-3.4908,0.83911,3.6132,185,25.2513,185.853,4.1436,3.6132,3.6132,4.1436
20210723.02,121.778,31.9969,5.9072,-7.8077,-3.7022,0.84897,3.6648,185,25.6001,186.563,4.1436,3.6648,3.6648,4.1436
