灿鸿_温州,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5
2021/7/10 1:00,1.32951,2021/7/9 1:00,2.339415,2.234486141,2.237191631,2.253371331,2.275384185
2021/7/10 2:00,1.47785,2021/7/9 2:00,2.327025,2.397656271,2.45001291,2.325199868,2.478053548
2021/7/10 3:00,1.47785,2021/7/9 3:00,2.311605,2.328526709,2.295426426,2.348731274,2.362529501
2021/7/10 4:00,1.50257,2021/7/9 4:00,2.30265,2.286714298,2.312216637,2.199329002,2.313122253
2021/7/10 5:00,1.62618,2021/7/9 5:00,2.300265,2.3021558,2.352037194,2.28358356,2.366430208
2021/7/10 6:00,1.67562,2021/7/9 6:00,2.30262,2.222151022,2.277114631,2.197286849,2.221683067
2021/7/10 7:00,1.84456,2021/7/9 7:00,2.30778,2.32487418,2.287067266,2.314223999,2.268457452
2021/7/10 8:00,1.96817,2021/7/9 8:00,2.315475,2.265735061,2.327144276,2.215030169,2.213711695
2021/7/10 9:00,2.04233,2021/7/9 9:00,2.324175,2.221135449,2.315385707,2.134555298,2.262976333
2021/7/10 10:00,2.16595,2021/7/9 10:00,2.333355,2.324585877,2.256127667,2.355248532,2.416829005
2021/7/10 11:00,2.19067,2021/7/9 11:00,2.341665,2.340885051,2.391535572,2.335994551,2.283336489
2021/7/10 12:00,2.31428,2021/7/9 12:00,2.34924,2.402894404,2.388955232,2.362985721,2.332494406
2021/7/10 13:00,2.339,2021/7/9 13:00,2.355495,2.261635635,2.274685662,2.313152869,2.356426859
2021/7/10 14:00,2.43377,2021/7/9 14:00,2.36229,2.423040872,2.426585666,2.435808744,2.50329245
2021/7/10 15:00,2.60682,2021/7/9 15:00,2.37108,2.26729835,2.35288577,2.245350044,2.360617038
2021/7/10 16:00,2.87877,2021/7/9 16:00,2.371095,2.360408671,2.33777404,2.421194669,2.31364032
2021/7/10 17:00,2.87877,2021/7/9 17:00,2.371065,2.278445698,2.351612445,2.245482329,2.246909982
2021/7/10 18:00,2.82932,2021/7/9 18:00,2.3712,2.456615101,2.440033825,2.427077129,2.389436734
2021/7/10 19:00,2.73044,2021/7/9 19:00,2.37168,2.370606415,2.3252195,2.429528211,2.415921761
2021/7/10 20:00,2.77988,2021/7/9 20:00,2.372895,2.327283991,2.339036421,2.254303431,2.307701486
2021/7/10 21:00,2.94881,2021/7/9 21:00,2.375145,2.371607519,2.392417613,2.339200798,2.488715368
2021/7/10 22:00,3.02298,2021/7/9 22:00,2.377905,2.314826653,2.407462881,2.373513987,2.417475845
2021/7/10 23:00,3.14659,2021/7/9 23:00,2.377875,2.49065432,2.483691421,2.392092036,2.587388695
2021/7/11 0:00,3.31965,2021/7/10 0:00,2.3763,2.279332878,2.31287931,2.171530326,2.211118177
2021/7/11 1:00,2.99826,2021/7/10 1:00,2.373585,2.36216577,2.443180346,2.380632286,2.477298154
2021/7/11 2:00,2.75516,2021/7/10 2:00,2.369775,2.389842294,2.489827126,2.299062931,2.357402719
2021/7/11 3:00,2.43377,2021/7/10 3:00,2.365035,2.393885627,2.396453697,2.425302543,2.36963813
2021/7/11 4:00,2.53266,2021/7/10 4:00,2.359185,2.430623617,2.544515223,2.418050794,2.38695022
2021/7/11 5:00,2.68099,2021/7/10 5:00,2.351985,2.2764452,2.22642624,2.167736748,2.27438468
2021/7/11 6:00,3.17131,2021/7/10 6:00,2.34372,2.375653175,2.332117817,2.310283883,2.370619325
2021/7/11 7:00,3.36909,2021/7/10 7:00,2.33409,2.397528805,2.379387703,2.42712061,2.344136173
2021/7/11 8:00,3.36909,2021/7/10 8:00,2.32368,2.348216777,2.379014514,2.273991554,2.403191143
2021/7/11 9:00,3.09715,2021/7/10 9:00,2.312985,2.22007242,2.325738127,2.249398935,2.321451218
2021/7/11 10:00,2.94881,2021/7/10 10:00,2.30247,2.255294081,2.285917705,2.207954589,2.357822997
2021/7/11 11:00,3.14659,2021/7/10 11:00,2.292135,2.252690226,2.355978173,2.179674803,2.334944871
2021/7/11 12:00,2.82932,2021/7/10 12:00,2.28228,2.198704377,2.249814933,2.185412735,2.14711569
2021/7/11 13:00,2.65627,2021/7/10 13:00,2.272935,2.285538999,2.325301511,2.294823222,2.327415609
2021/7/11 14:00,2.85405,2021/7/10 14:00,2.264625,2.270787583,2.216351115,2.225657954,2.302499725
2021/7/11 15:00,2.55738,2021/7/10 15:00,2.257695,2.338113818,2.410287035,2.380376414,2.344479038
2021/7/11 16:00,2.48321,2021/7/10 16:00,2.25162,2.173686549,2.156219068,2.15727105,2.248299687
2021/7/11 17:00,2.53266,2021/7/10 17:00,2.246235,2.348892556,2.380237201,2.263626394,2.399600174
2021/7/11 18:00,2.53266,2021/7/10 18:00,2.241435,2.312341317,2.386742812,2.311474793,2.284111155
2021/7/11 19:00,2.75516,2021/7/10 19:00,2.236335,2.233603703,2.170472967,2.205048138,2.265571425
2021/7/11 20:00,2.87877,2021/7/10 20:00,2.230695,2.168165856,2.231192839,2.181295819,2.203751826
2021/7/11 21:00,2.99826,2021/7/10 21:00,2.22456,2.192292303,2.133375731,2.131005795,2.236023892
2021/7/11 22:00,2.97354,2021/7/10 22:00,2.219445,2.114135051,2.107293928,2.145532684,2.191822214
2021/7/11 23:00,2.77988,2021/7/10 23:00,2.216205,2.297472015,2.407900667,2.306390876,2.282038451
2021/7/12 0:00,2.94881,2021/7/11 0:00,2.216985,2.290469072,2.339763619,2.209575757,2.3170274
2021/7/12 1:00,2.94881,2021/7/11 1:00,2.220105,2.127972596,2.151115745,2.147649194,2.091431385
2021/7/12 2:00,2.97354,2021/7/11 2:00,2.21916,2.325451899,2.378454077,2.325156439,2.291701446
2021/7/12 3:00,2.94881,2021/7/11 3:00,2.212425,2.168941957,2.209688942,2.21092532,2.22803832
